volgnr1z,buurtz,gebplmz,gebjrmz,relimz,bsmz,bersmz,berpmz,gebjrvz,gebplvaz,relivz,nrkindz,nrbodez,nrhgz,relhfdz,grondblz,pblz,patblz,totblz,jrhu1z,bervamz,bervavz,bermhuz,bervhuz,bergt1z,relgt1z,bergt2z,relgt2z,bergt3z,relgt3z,bergt4z,relgt4z,hugeldz,hulftaz,volgnr2z,hulftbz,bsvz,gebplvbz,vamasdz,pblvamz,vavasdz,pblvavz
240001,28,1,1807,7,1,190,610,1812,1,7,2,1,1,2,0,100,58,158,1835,0,0,610,0,540,3,211,7,680,7,410,7,0,28,240002,22,3,1,0,0,0,0
240051,45,1,1850,1,1,200,323,1850,1,4,4,0,0,-1,89,56,0,145,1878,0,220,254,0,254,2,610,6,234,7,254,7,0,27,240052,26,3,1,0,0,1,66
240101,22,1,1846,9,1,190,610,1851,1,9,0,0,0,-1,91,42,39,172,1872,610,610,610,0,210,2,540,2,210,2,540,7,2,25,240102,20,3,1,1,36,1,94
240151,26,1,1846,2,1,251,231,1851,3,1,2,1,0,-1,115,184,38,337,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240152,-1,-1,-1,-1,-1,-1,-1
240201,21,1,1851,9,1,190,610,1858,5,9,1,2,0,-1,57,198,119,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240202,-1,-1,-1,-1,-1,-1,-1
240251,35,1,1811,1,1,257,443,1828,2,1,3,1,0,-1,42,111,0,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240252,-1,-1,-1,-1,-1,-1,-1
240301,22,1,1841,9,1,12,215,1846,1,9,3,2,2,2,42,180,2,223,1872,215,650,215,2,215,1,215,2,215,2,650,6,1,31,240302,26,3,1,1,0,1,0
240351,24,1,1829,2,1,103,210,1831,1,2,2,0,3,2,141,57,19,217,1860,210,321,210,0,210,1,540,2,210,5,210,7,3,31,240352,28,3,1,1,35,1,48
240401,22,3,1844,2,3,255,232,-1,-1,-1,0,0,0,-1,0,95,59,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240402,-1,-1,-1,-1,-1,-1,-1
240451,27,3,1837,5,1,258,322,1840,3,5,2,0,0,-1,0,99,29,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240452,-1,-1,-1,-1,-1,-1,-1
240501,21,1,1832,9,1,12,215,1825,1,9,3,1,0,-1,39,77,14,130,1857,210,610,215,0,610,3,215,6,610,7,610,7,1,24,240502,17,3,1,1,0,1,0
240551,25,3,1830,1,1,207,240,1836,3,1,6,0,0,-1,0,44,119,163,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240552,-1,-1,-1,-1,-1,-1,-1
240601,49,1,1839,8,1,32,214,1847,1,8,6,0,0,-1,151,52,14,217,1872,0,0,211,3,540,5,540,5,210,3,210,3,1,32,240602,24,3,1,0,0,0,0
240651,16,3,1832,9,1,162,212,1828,1,9,7,2,0,-1,93,88,51,231,1857,212,0,212,0,212,5,210,5,540,7,680,7,0,25,240652,29,3,1,0,0,0,0
240701,8,2,1845,9,1,207,240,1852,2,9,5,0,0,-1,0,121,26,147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240702,-1,-1,-1,-1,-1,-1,-1
240751,49,1,1840,9,1,190,610,1842,1,9,7,2,0,-1,0,81,78,159,1872,211,0,610,0,211,1,610,2,540,5,540,5,1,31,240752,30,3,1,1,0,0,0
240801,10,1,1848,8,3,190,610,-1,-1,-1,0,1,2,2,73,45,13,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240802,-1,-1,-1,-1,-1,-1,-1
240851,50,1,1844,9,1,12,215,1846,1,9,6,1,0,-1,84,73,4,161,1863,0,610,215,0,210,6,215,2,210,5,215,7,0,19,240852,17,3,1,0,0,1,0
240901,22,1,1855,10,1,12,215,1856,1,10,3,0,0,-1,0,74,58,132,1879,215,540,215,0,213,5,650,5,110,3,215,3,0,24,240902,21,3,1,1,49,1,18
240951,48,3,1813,1,1,190,610,1816,2,1,2,1,0,-1,253,357,53,663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240952,-1,-1,-1,-1,-1,-1,-1
241001,7,2,1847,8,1,190,610,1854,1,8,2,1,0,-1,34,99,0,133,1876,540,210,220,0,610,2,210,5,210,6,210,6,0,29,241002,22,3,1,0,0,1,99
241051,23,1,1825,8,1,207,240,1829,1,8,2,0,0,-1,21,46,60,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241052,-1,-1,-1,-1,-1,-1,-1
241101,28,1,1832,6,1,190,610,1834,1,1,3,2,0,-1,73,148,87,307,1860,111,322,650,0,430,5,540,6,650,6,680,3,2,28,241102,25,3,1,1,143,1,99
241151,20,2,1839,9,1,230,650,1843,2,9,3,2,0,-1,36,93,58,187,1866,540,610,220,0,260,5,610,6,210,6,610,3,1,27,241152,22,3,2,1,0,1,0
241201,35,4,1848,1,1,190,610,1849,1,7,1,1,0,-1,0,108,26,134,1872,110,231,110,0,130,7,234,7,610,7,110,7,2,24,241202,22,3,1,0,0,1,224
241251,21,1,1828,1,1,320,410,1830,1,6,0,2,0,-1,0,178,0,178,1859,410,0,410,0,410,1,680,5,410,5,321,7,2,30,241252,33,3,1,1,0,0,0
241301,9,1,1834,8,1,30,210,1821,1,8,0,1,0,-1,60,40,87,187,1876,210,0,210,4,210,1,210,5,410,7,610,7,0,42,241302,55,2,1,1,0,0,0
241351,27,1,1843,1,1,238,680,1849,1,1,5,1,0,-1,0,98,86,183,1869,0,211,160,0,540,2,540,3,540,6,540,7,2,26,241352,19,3,1,0,0,1,28
241401,34,1,1835,8,1,190,220,1841,1,8,7,2,0,-1,26,105,22,152,1868,210,540,220,0,210,1,220,6,540,7,321,7,2,33,241402,27,3,1,1,0,1,0
241451,40,1,1807,1,1,32,214,1816,1,2,1,0,0,-1,58,37,36,131,1835,211,540,211,0,211,1,540,4,610,7,220,5,0,28,241452,25,3,3,1,0,1,0
241501,42,3,1834,1,1,230,650,1840,1,1,3,1,0,-1,0,177,87,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241502,-1,-1,-1,-1,-1,-1,-1
241551,2,3,1840,1,1,322,410,1841,6,1,3,2,1,1,0,123,0,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241552,-1,-1,-1,-1,-1,-1,-1
241601,43,1,1828,8,1,238,680,1837,1,8,2,2,0,-1,87,151,19,258,1859,239,212,680,0,239,1,212,4,212,7,220,7,2,30,241602,31,3,1,1,83,1,100
241651,35,1,1815,1,2,360,540,1808,1,1,0,2,0,-1,89,214,0,302,1857,0,410,540,0,410,4,650,7,610,7,234,7,2,42,241652,49,2,1,0,0,1,122
241701,23,1,1851,8,3,190,610,-1,-1,-1,0,0,0,-1,0,0,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241702,-1,-1,-1,-1,-1,-1,-1
241751,49,1,1836,1,1,190,610,1839,1,1,0,2,2,2,0,85,87,172,1869,610,443,610,0,610,1,443,4,240,3,322,7,2,33,241752,30,3,1,1,93,1,0
241801,24,2,1831,1,1,304,421,1840,1,1,0,2,0,-1,78,198,0,276,1862,0,0,234,0,610,5,680,5,610,7,410,7,2,31,241802,22,3,1,0,0,0,0
241851,21,1,1838,9,1,12,215,1846,1,9,3,3,1,1,0,114,10,124,1873,215,215,215,0,215,2,215,2,215,5,215,6,2,34,241852,26,3,1,1,0,1,0
241901,48,6,1827,1,1,360,540,1832,3,1,2,0,0,-1,183,63,0,246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241902,-1,-1,-1,-1,-1,-1,-1
241951,12,3,1814,1,1,61,210,1817,1,1,0,0,1,2,120,85,3,207,1840,252,210,210,2,210,7,210,7,610,7,310,7,0,26,241952,25,3,2,1,0,0,0
242001,7,1,1843,1,1,190,610,1843,1,1,0,1,0,-1,0,154,41,195,1868,0,210,310,1,210,6,310,5,220,2,540,7,1,24,242002,25,3,1,0,0,1,0
242051,48,1,1833,1,1,360,540,1833,2,1,4,3,0,-1,104,266,0,370,1854,0,442,610,0,140,5,540,2,150,7,231,5,4,21,242052,21,3,2,0,0,1,149
242101,15,1,1849,9,1,61,210,1853,1,9,5,2,0,-1,53,42,24,120,1873,210,210,210,0,540,6,210,5,215,3,540,7,2,24,242102,20,3,1,1,0,1,36
242201,34,1,1829,6,1,303,411,1840,1,1,6,3,0,-1,0,122,51,173,1864,0,213,411,0,680,2,210,3,540,7,220,7,2,34,242202,25,3,1,0,0,1,0
242251,27,1,1832,1,1,303,233,1831,3,1,3,2,0,-1,0,178,87,265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242252,-1,-1,-1,-1,-1,-1,-1
242301,50,1,1813,4,1,102,110,1828,1,4,2,1,0,-1,0,175,38,213,1851,210,210,310,0,210,5,220,5,210,5,220,7,0,28,242302,23,3,1,1,0,1,0
242351,22,1,1818,10,2,230,650,1823,1,10,1,2,0,-1,52,245,26,323,1845,540,540,540,0,540,3,540,6,540,5,540,2,0,27,242352,22,3,1,1,0,1,0
242401,2,1,1832,9,1,190,610,1830,1,9,1,1,1,2,25,89,13,126,1863,410,410,215,0,410,1,410,4,210,7,540,7,1,31,242402,33,3,1,1,0,1,0
242451,48,5,1813,1,1,304,421,1817,2,1,2,3,0,-1,0,234,58,291,1840,0,232,231,0,421,2,442,2,540,5,540,5,0,27,242452,22,3,2,0,0,1,0
242501,46,1,1834,6,1,130,110,1836,1,1,6,1,1,2,0,68,336,405,1857,210,0,210,0,210,3,210,7,210,7,260,7,1,23,242502,24,3,1,1,0,0,0
242551,3,1,1832,9,1,230,650,1850,1,9,3,1,0,-1,232,45,58,334,1873,0,210,650,0,210,5,215,5,210,7,210,7,1,31,242552,22,3,1,0,0,1,0
242601,6,1,1840,8,3,190,220,-1,-1,-1,0,1,1,2,44,119,87,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242602,-1,-1,-1,-1,-1,-1,-1
242651,48,3,1849,5,1,239,650,1852,3,1,0,2,0,-1,6,109,58,173,1878,0,110,650,0,650,5,610,6,110,5,680,3,0,28,242652,26,3,1,0,0,1,158
242701,43,1,1834,5,1,190,610,1841,3,5,0,1,0,-1,39,100,60,199,1879,0,540,610,0,410,3,410,7,610,7,540,7,0,45,242702,38,3,3,0,0,0,0
242751,22,1,1835,9,1,12,215,1842,1,9,3,1,0,-1,103,80,68,251,1868,220,540,215,0,220,2,610,2,210,2,540,7,1,33,242752,26,3,1,1,50,1,47
242801,26,2,1839,1,2,360,540,-1,-1,-1,0,0,0,-1,117,0,0,117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242802,-1,-1,-1,-1,-1,-1,-1
242851,20,1,1851,8,1,207,240,1856,1,8,2,0,0,-1,15,18,237,270,1876,210,210,310,0,310,2,212,2,210,5,310,5,0,24,242852,20,3,1,1,0,1,0
242901,22,1,1834,9,1,12,215,1831,1,9,6,1,0,-1,86,26,15,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242902,-1,-1,-1,-1,-1,-1,-1
242951,22,1,1825,10,3,360,540,-1,-1,-1,0,2,2,2,63,291,0,354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242952,-1,-1,-1,-1,-1,-1,-1
243001,22,1,1845,10,3,360,540,-1,-1,-1,0,2,2,2,0,184,26,209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,243002,-1,-1,-1,-1,-1,-1,-1
243051,36,1,1843,8,1,190,610,1847,6,8,3,3,0,-1,50,126,237,412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,243052,-1,-1,-1,-1,-1,-1,-1
243101,8,1,1846,6,1,200,320,1843,1,1,5,0,0,-1,0,102,10,112,1870,220,220,320,0,540,6,540,6,320,7,650,7,2,23,243102,27,3,1,1,96,1,0
243151,28,1,1830,6,1,360,540,1827,3,6,2,0,0,-1,88,46,0,135,1857,211,540,212,1,210,5,210,5,210,7,210,7,1,27,243152,30,3,3,1,0,1,0
243201,34,1,1836,2,1,255,232,1842,1,2,7,6,0,-1,143,381,0,525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,243202,-1,-1,-1,-1,-1,-1,-1
243251,44,3,1842,7,1,162,212,1845,1,1,0,2,0,-1,31,72,59,163,1872,0,540,212,0,120,5,610,6,210,2,240,3,2,29,243252,27,3,1,0,0,1,80
243301,28,1,1843,1,1,207,240,1840,3,1,5,1,0,-1,85,29,19,133,1867,210,0,540,0,610,5,210,2,540,2,252,7,2,23,243302,26,3,3,1,0,0,0
243351,8,1,1833,3,1,190,610,-1,-1,-1,0,1,3,2,43,72,36,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,243352,-1,-1,-1,-1,-1,-1,-1
243401,48,1,1827,7,1,251,231,1826,1,6,2,4,0,-1,52,160,26,237,1853,0,650,231,0,680,5,110,6,110,6,680,7,2,26,243402,27,3,1,0,0,1,169
243451,49,1,1832,1,1,30,210,1830,1,6,0,1,0,-1,208,75,38,321,1855,210,0,210,0,210,7,210,7,610,7,340,7,1,23,243452,24,3,1,1,0,0,0
243501,23,1,1817,8,1,239,650,1816,3,8,0,2,0,-1,62,117,38,218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,243502,-1,-1,-1,-1,-1,-1,-1
243551,25,2,1839,1,1,360,540,1843,1,1,0,2,0,-1,0,363,115,478,1864,540,650,540,0,410,2,610,2,610,3,430,6,4,25,243552,21,3,1,0,0,1,339
243601,24,1,1833,1,1,239,650,1841,1,1,0,2,0,-1,83,384,447,914,1860,650,0,650,0,680,3,450,2,650,5,610,6,4,27,243602,19,3,1,1,286,0,0
243651,25,2,1846,1,1,190,220,1843,1,1,3,2,1,2,0,114,59,173,1869,210,0,321,0,234,5,650,5,210,6,212,7,1,23,243652,26,3,1,1,0,0,0
243701,23,2,1822,1,1,304,421,1819,1,1,2,2,0,-1,0,193,0,193,1844,232,540,442,0,540,5,610,6,610,6,450,6,0,22,243702,25,3,1,0,0,1,0
243751,25,1,1803,10,1,300,410,1836,3,9,0,2,0,-1,167,185,87,439,1831,0,0,420,0,232,7,220,7,231,7,443,7,0,27,243752,35,3,1,0,0,0,0
243801,3,1,1835,8,1,360,540,1829,2,8,2,1,1,2,56,75,0,131,1862,0,0,220,0,231,5,540,3,212,7,220,7,1,27,243802,32,3,2,0,0,0,0
243851,3,1,1836,9,1,12,215,1833,1,9,4,1,0,-1,86,47,2,135,1854,610,610,215,0,220,3,420,7,610,7,650,7,1,18,243852,21,3,1,1,0,1,0
243901,25,2,1828,1,1,360,540,1827,3,1,1,3,0,-1,0,195,0,195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,243902,-1,-1,-1,-1,-1,-1,-1
243951,25,1,1816,1,1,203,140,1821,1,1,0,0,0,-1,73,40,19,132,1840,0,0,610,0,210,2,210,2,540,7,340,7,0,23,243952,19,3,1,0,0,0,0
244001,22,1,1817,9,1,360,540,1817,1,9,0,1,0,-1,137,37,0,175,1837,310,610,610,0,310,1,610,4,210,7,215,7,0,20,244002,19,3,1,1,0,1,0
244051,23,1,1834,1,1,41,234,1844,3,1,3,1,0,-1,47,41,119,207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244052,-1,-1,-1,-1,-1,-1,-1
244101,36,2,1831,2,3,224,120,-1,-1,-1,0,0,0,-1,0,0,212,212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244102,-1,-1,-1,-1,-1,-1,-1
244151,35,3,1828,1,1,323,410,1838,3,1,6,1,0,-1,0,120,0,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244152,-1,-1,-1,-1,-1,-1,-1
244201,21,1,1820,1,1,239,650,1837,2,1,0,2,0,-1,89,235,91,415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244202,-1,-1,-1,-1,-1,-1,-1
244251,8,3,1839,1,1,190,220,1839,2,1,5,1,0,-1,122,104,22,248,1858,0,323,220,0,210,2,220,7,323,7,323,7,1,29,244252,19,3,1,0,0,1,0
244301,34,1,1826,8,1,190,220,1829,2,8,5,1,0,-1,83,51,35,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244302,-1,-1,-1,-1,-1,-1,-1
244351,24,4,1811,1,1,360,540,1817,1,6,1,2,0,-1,0,272,0,272,1838,0,0,610,0,111,5,540,5,430,2,410,3,0,26,244352,22,1,-1,1,0,0,0
244401,35,3,1837,1,1,238,680,1841,1,1,1,2,0,-1,0,230,38,269,1869,0,610,220,0,540,5,540,6,120,2,120,3,4,31,244402,27,3,1,0,0,1,453
244451,26,2,1836,5,3,360,540,-1,-1,-1,0,1,0,-1,244,78,0,321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244452,-1,-1,-1,-1,-1,-1,-1
244501,28,1,1833,1,1,239,650,1831,3,1,1,3,0,-1,73,229,294,596,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244502,-1,-1,-1,-1,-1,-1,-1
244551,2,1,1822,8,1,238,680,1823,1,8,0,1,0,-1,42,84,33,159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244552,-1,-1,-1,-1,-1,-1,-1
244601,22,1,1831,8,1,190,220,1835,1,8,3,5,1,3,0,130,63,193,1859,220,0,540,0,212,2,220,2,220,2,213,6,1,27,244602,23,3,1,1,0,0,0
244651,48,1,1852,1,1,370,700,1853,2,1,0,1,0,-1,0,57,416,473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244652,-1,-1,-1,-1,-1,-1,-1
244701,39,1,1814,2,1,140,110,1814,1,1,1,1,0,-1,42,34,59,135,1839,210,540,210,0,443,2,210,2,240,7,210,7,0,26,244702,28,3,1,1,0,1,0
244751,7,3,1813,1,1,230,650,1816,1,7,0,0,0,-1,137,50,0,187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244752,-1,-1,-1,-1,-1,-1,-1
244801,33,2,1841,1,1,238,680,1844,2,1,5,3,0,-1,35,196,149,380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244802,-1,-1,-1,-1,-1,-1,-1
244851,27,2,1840,8,1,190,610,1836,1,8,0,0,2,2,0,113,14,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244852,-1,-1,-1,-1,-1,-1,-1
244901,26,3,1831,1,1,190,610,1835,3,1,2,1,0,-1,189,75,0,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244902,-1,-1,-1,-1,-1,-1,-1
244951,3,3,1834,8,2,162,212,1831,1,8,4,1,0,-1,34,64,27,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244952,-1,-1,-1,-1,-1,-1,-1
245001,22,1,1836,1,1,370,321,1838,3,1,6,3,0,-1,63,197,79,339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245002,-1,-1,-1,-1,-1,-1,-1
245051,13,1,1826,1,1,203,140,1835,2,2,2,2,0,-1,78,64,237,379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245052,-1,-1,-1,-1,-1,-1,-1
245101,8,1,1836,1,1,190,610,1838,2,1,11,3,1,2,110,184,141,435,1860,540,0,210,0,610,5,610,6,540,2,410,3,2,23,245102,21,3,2,1,48,0,0
245151,25,2,1837,1,1,360,540,1847,3,1,0,2,0,-1,63,200,0,263,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245152,-1,-1,-1,-1,-1,-1,-1
245201,44,1,1823,1,1,50,210,1834,2,6,2,1,1,2,83,41,84,208,1851,610,210,210,0,210,2,350,2,210,7,610,7,0,27,245202,21,3,1,1,0,1,0
245251,7,1,1838,8,3,130,210,-1,-1,-1,0,0,1,2,26,102,39,167,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245252,-1,-1,-1,-1,-1,-1,-1
245301,8,3,1847,1,1,360,540,1851,1,1,3,2,0,-1,57,136,0,193,1874,0,323,540,0,140,2,610,3,323,6,442,5,0,26,245302,22,3,1,0,0,1,133
245351,25,3,1835,1,1,230,650,1835,3,5,5,2,0,-1,0,116,87,203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245352,-1,-1,-1,-1,-1,-1,-1
245401,14,2,1837,1,1,190,610,1841,2,1,1,3,0,-1,109,182,173,464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245402,-1,-1,-1,-1,-1,-1,-1
245451,44,1,1839,1,1,190,220,1840,1,1,6,1,0,-1,71,61,20,151,1864,0,0,220,0,410,5,212,5,220,7,210,7,1,25,245452,23,3,1,0,0,0,0
245501,49,3,1839,1,1,32,214,1843,3,1,6,1,1,2,6,94,30,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245502,-1,-1,-1,-1,-1,-1,-1
245601,42,3,1851,1,1,239,650,1853,1,6,0,1,0,-1,0,93,38,132,1883,410,650,650,0,430,2,540,2,540,5,540,5,0,31,245602,29,3,1,1,137,1,462
245651,24,3,1844,1,1,190,610,1839,1,1,7,0,1,1,114,78,58,250,1866,220,0,310,0,220,2,260,2,212,5,210,5,1,21,245652,27,3,1,1,0,0,0
245701,22,1,1849,3,1,190,610,1860,2,1,2,2,0,-1,0,166,237,403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245702,-1,-1,-1,-1,-1,-1,-1
245751,42,1,1820,1,1,190,220,1812,1,1,1,1,0,-1,23,50,42,115,1848,0,210,310,1,211,5,370,5,210,7,210,7,0,28,245752,36,3,1,0,0,1,0
245801,22,1,1854,1,1,255,232,1859,1,1,0,2,0,-1,0,115,0,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245802,-1,-1,-1,-1,-1,-1,-1
245851,34,2,1808,3,1,300,410,1835,3,3,2,1,0,-1,42,113,0,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245852,-1,-1,-1,-1,-1,-1,-1
245901,25,2,1803,1,1,360,540,1829,5,8,0,2,0,-1,0,144,0,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245902,-1,-1,-1,-1,-1,-1,-1
245951,25,1,1850,9,1,230,650,1855,1,9,3,1,0,-1,44,143,206,394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245952,-1,-1,-1,-1,-1,-1,-1
246001,7,3,1831,1,1,61,210,1842,3,1,6,0,0,-1,0,109,11,120,1857,210,0,210,1,210,5,210,7,210,7,210,7,1,26,246002,31,3,1,0,0,0,0
246051,20,1,1857,1,1,190,610,1861,1,1,0,1,0,-1,0,96,19,116,1883,110,0,110,0,610,6,610,6,610,3,650,7,0,26,246052,21,3,1,1,163,0,0
246101,7,1,1842,5,1,238,680,1842,3,1,0,1,0,-1,39,92,47,178,1866,0,540,210,0,610,6,650,6,540,3,650,2,2,23,246102,23,3,1,0,0,1,150
246151,33,1,1843,8,1,207,240,1842,1,8,6,0,0,-1,38,25,119,182,1866,0,0,211,0,540,5,540,5,212,2,212,7,1,23,246152,24,3,1,0,0,0,0
246201,43,1,1842,1,1,238,680,1843,2,1,2,3,0,-1,198,254,173,624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246202,-1,-1,-1,-1,-1,-1,-1
246251,3,2,1842,9,1,190,610,1846,2,9,5,1,1,2,0,119,34,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246252,-1,-1,-1,-1,-1,-1,-1
246301,19,1,1836,1,1,190,610,1849,1,1,9,0,0,-1,85,35,0,120,1861,0,310,610,2,211,2,410,3,211,3,210,7,1,25,246302,21,3,1,0,0,1,0
246351,6,3,1836,1,1,230,650,1841,3,1,7,3,0,-1,0,174,87,261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246352,-1,-1,-1,-1,-1,-1,-1
246401,16,2,1815,9,1,190,220,1827,2,9,3,1,0,-1,52,116,81,249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246402,-1,-1,-1,-1,-1,-1,-1
246451,11,2,1851,9,3,190,610,-1,-1,-1,0,0,1,2,0,0,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246452,-1,-1,-1,-1,-1,-1,-1
246501,48,3,1841,5,1,255,232,1849,1,5,0,1,0,-1,0,199,0,199,1870,0,232,232,0,540,5,130,2,540,3,610,7,4,29,246502,21,3,1,0,0,1,160
246551,3,2,1820,9,1,190,220,1838,3,9,5,2,0,-1,0,78,42,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246552,-1,-1,-1,-1,-1,-1,-1
246601,22,1,1825,9,1,168,213,1830,1,9,6,2,0,-1,144,45,19,208,1853,0,610,212,0,540,3,215,7,540,7,213,7,1,27,246602,27,2,1,0,0,1,0
246651,24,1,1846,9,3,370,321,-1,-1,-1,0,1,3,2,0,83,38,122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246652,-1,-1,-1,-1,-1,-1,-1
246701,49,2,1838,7,1,190,610,1844,1,7,9,2,0,-1,0,84,417,501,1865,0,650,350,0,540,6,211,6,220,3,350,7,2,26,246702,21,3,1,0,0,1,0
246751,48,1,1854,6,1,239,680,1859,1,2,2,3,0,-1,0,125,83,208,1878,610,211,610,0,610,5,610,2,160,5,610,5,0,24,246752,19,3,1,1,95,1,18
246801,35,1,1852,1,3,224,120,-1,-1,-1,0,0,0,-1,0,117,109,226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246802,-1,-1,-1,-1,-1,-1,-1
246851,34,1,1839,1,1,168,213,1839,1,1,3,0,0,-1,53,137,87,277,1864,213,0,540,0,260,5,610,5,610,3,680,3,2,24,246852,24,3,1,1,139,0,0
246901,49,3,1835,2,1,238,680,1825,3,2,1,0,1,2,198,56,14,268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246902,-1,-1,-1,-1,-1,-1,-1
246951,23,1,1837,1,1,230,650,1832,3,1,6,0,0,-1,297,467,320,1084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246952,-1,-1,-1,-1,-1,-1,-1
