X,Y,nummer,
121964.340286954,487746.73316351,1
121962.286123384,487750.531428224,2
121960.258996095,487753.953836428,3
121957.586188147,487757.213358316,4
121955.304522826,487760.603261079,5
121953.283619256,487764.775449095,6
121948.785479051,487763.406449903,7
121943.831005782,487763.015307276,8
121936.33410544,487761.646308083,9
121932.096726986,487760.733641954,10
121927.533396343,487760.016547139,11
121922.12259001,487758.712738384,12
121917.037735865,487757.865262693,13
121911.822500845,487757.017787003,14
121905.824980572,487755.844359123,15
121900.772721646,487752.030718515,16
121895.916034033,487748.934172721,17
121891.483084266,487746.489531306,18
121886.756777529,487744.273056422,19
121879.162091531,487746.6525074,20
121875.641807892,487745.739841271,21
121884.507707426,487734.396705102,22
121885.941897057,487732.049849343,23
121871.208858125,487744.04488989,45
121889.071038069,487727.877661327,25
121916.006654918,487739.239224115,26
121866.551698021,487741.95227034,27
121877.481398527,487723.813618437,28
121860.660511933,487739.316739721,29
121855.699513122,487736.991271529,30
121851.746217195,487735.130896975,31
121848.180499299,487733.270522421,32
121844.537265798,487731.797725899,33
121840.816516689,487729.704804525,34
121856.319637974,487709.008137611,35
121861.125605572,487711.798699442,36
121836.47564273,487726.371633449,37
121833.142471654,487724.821321321,38
121828.336504056,487722.728399947,39
121834.460236963,487714.666776879,40
121839.343720167,487708.15546594,41
121843.297016095,487703.194467129,42
121846.087577926,487700.016327266,43
121849.575780215,487696.063031338,44
121863.528589371,487698.155952712,46
121851.668701588,487691.102032527,47
121853.219013717,487687.536314632,48
121856.242122367,487683.815565524,49
121858.800137379,487680.947488086,50
121861.745730423,487677.61431701,51
121865.233932712,487672.730833805,52
121821.437615084,487713.814105209,53
121817.251772337,487712.108761867,54
121814.073632474,487710.558449739,55
121811.12803943,487708.853106398,56
121806.942196683,487706.372606992,57
121821.74767751,487697.458312254,58
121825.390911012,487680.86997248,59
121827.793894811,487676.916676552,60
121830.351909823,487673.971083508,61
121833.995143324,487669.707725155,62
121839.421235774,487673.893567902,63
121844.769812617,487676.684129733,64
121843.452047308,487682.962893853,65
121840.971547902,487685.830971291,66
121837.56086122,487689.164142367,67
121850.195905066,487667.304741356,68
121854.691810239,487660.328336778,69
121844.072172159,487660.173305565,70
121841.049063509,487658.312931011,71
121838.801110922,487654.592181903,72
121836.165580304,487651.103979614,73
121825.700973437,487653.661994626,74
121823.453020851,487649.476151879,75
121821.127552658,487645.910433984,76
121818.724568859,487642.034653662,77
121816.864194305,487638.546451373,78
121814.073632474,487634.593155446,79
121811.360586249,487630.17476588,80
121825.235879799,487634.980733478,81
121803.066416362,487631.802593615,82
121798.958089222,487634.51563984,83
121794.694730869,487637.073654851,84
121797.795355125,487643.739997004,85
121801.516104234,487648.313417783,86
121787.640810684,487641.337013205,87
121791.051497367,487645.832918377,88
121794.152121624,487651.41404204,89
121784.462670821,487646.065465196,90
121779.579187616,487649.321120666,91
121774.30812638,487652.576776136,92
121770.044768027,487655.677400393,93
121766.94414377,487657.615290553,94
121761.905629352,487658.933055862,95
121755.006740381,487661.723617694,96
121780.199312468,487661.181008449,97
121757.952333425,487665.754429228,99
121761.750598139,487669.707725155,100
121764.308613151,487672.110708954,101
121766.479050131,487675.133817605,102
121769.96725242,487679.552207171,103
121773.22290789,487683.505503098,104
121782.834843086,487678.079410649,105
121788.399459193,487675.387191074,106
121798.105417551,487670.870459251,107
121803.58539395,487668.559872486,109
121807.383355306,487666.365219478,110
121804.437119816,487661.809636972,111
121800.469369665,487655.642810156,112
121812.988413984,487662.731320577,113
121817.40680355,487660.71591481,114
121797.252745881,487657.69280616,115
121793.609512379,487659.785727533,116
121789.684160436,487661.990882021,117
121793.764543592,487666.14200726,118
121826.863707534,487661.8011333,119
121821.980224329,487664.82424195,120
121817.561834763,487667.227225749,121
121804.384181671,487674.35866154,122
121801.361073021,487675.908973669,123
121798.027901945,487677.691832616,124
121794.152121624,487680.017300809,125
121790.276341303,487681.95519097,126
121787.175717046,487683.815565524,127
121777.718813062,487690.016814037,128
121781.904655809,487692.884891475,129
