rij,cel,obs,pop,,,,,
94,I94,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-I94-h,1,83,Buurt I,https://adamlink.nl/geo/district/buurt-j/133,,Kom
95,I95,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-I95-h,1,84,Buurt K,https://adamlink.nl/geo/district/buurt-k/135,Brandweerkazerne,Kom
96,I96,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-I96-h,1,85,Buurt K,https://adamlink.nl/geo/district/buurt-k/135,Overige huizen,Kom
97,I97,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-I97-h,305,86,Buurt L,https://adamlink.nl/geo/district/buurt-l/119,Gesticht St. Rosa,Kom
98,I98,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-I98-h,1,87,Buurt L,https://adamlink.nl/geo/district/buurt-l/119,Overige huizen,Kom
99,I99,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-I99-h,227,88,Buurt L,https://adamlink.nl/geo/district/buurt-l/119,,Buiten de kom
100,J100,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J100-h,1,89,Buurt M,https://adamlink.nl/geo/district/buurt-m/132,Gesticht Vreedenburg,Kom
101,J101,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J101-h,2,90,Buurt M,https://adamlink.nl/geo/district/buurt-m/132,Overige huizen,Kom
103,J103,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J103-h,2,91,Buurt N,https://adamlink.nl/geo/district/buurt-n/139,,Kom
111,J111,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J111-h,1,92,Buurt O,https://adamlink.nl/geo/district/buurt-o/140,,Kom
116,J116,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J116-h,15,93,Buurt P,https://adamlink.nl/geo/district/buurt-p/142,Port. Israël. oude mannenhuis,Kom
134,J134,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J134-h,5,94,Buurt P,https://adamlink.nl/geo/district/buurt-p/142,Rijks-arsenaal,Kom
135,J135,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J135-h,8,95,Buurt P,https://adamlink.nl/geo/district/buurt-p/142,Ned. Isr. Jongens-weeshuis,Kom
139,J139,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J139-h,5,96,Buurt P,https://adamlink.nl/geo/district/buurt-p/142,Diaconie-weeshuis,Kom
140,J140,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J140-h,17,97,Buurt P,https://adamlink.nl/geo/district/buurt-p/142,Overige huizen,Kom
143,J143,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J143-h,18,98,Buurt Q,https://adamlink.nl/geo/district/buurt-q/144,"Port. Israël. Jongens weeshuis ""Abij Jetomim""",Kom
149,J149,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J149-h,15,99,Buurt Q,https://adamlink.nl/geo/district/buurt-q/144,Overige huizen,Kom
156,J156,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J156-h,1,,,,,
158,J158,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J158-h,11,,,,,
163,J163,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J163-h,7,,,,,
165,J165,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J165-h,4,,,,,
168,J168,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J168-h,3,,,,,
171,J171,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J171-h,3,,,,,
177,J177,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J177-h,6,,,,,
182,J182,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J182-h,6,,,,,
186,J186,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J186-h,1,,,,,
190,J190,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J190-h,3,,,,,
193,J193,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J193-h,6,,,,,
196,J196,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J196-h,9,,,,,
200,J200,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J200-h,18,,,,,
202,J202,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J202-h,2,,,,,
206,J206,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J206-h,2,,,,,
209,J209,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J209-h,2,,,,,
211,J211,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J211-h,2,,,,,
216,J216,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J216-h,12,,,,,
219,J219,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J219-h,17,,,,,
220,J220,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J220-h,1,,,,,
221,J221,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J221-h,3,,,,,
225,J225,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J225-h,3,,,,,
69,J69,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J69-h,8,,,,,
72,J72,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J72-h,4,,,,,
76,J76,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J76-h,1,,,,,
78,J78,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J78-h,7,,,,,
80,J80,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J80-h,2,,,,,
81,J81,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J81-h,1,,,,,
82,J82,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J82-h,10,,,,,
83,J83,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J83-h,10,,,,,
85,J85,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J85-h,4,,,,,
87,J87,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J87-h,6,,,,,
90,J90,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J90-h,4,,,,,
91,J91,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J91-h,2,,,,,
92,J92,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J92-h,1,,,,,
97,J97,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J97-h,4,,,,,
99,J99,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-J99-h,3,,,,,
103,K103,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K103-h,1,,,,,
111,K111,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K111-h,5,,,,,
134,K134,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K134-h,3,,,,,
135,K135,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K135-h,5,,,,,
139,K139,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K139-h,3,,,,,
140,K140,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K140-h,16,,,,,
143,K143,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K143-h,2,,,,,
154,K154,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K154-h,27,,,,,
156,K156,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K156-h,2,,,,,
165,K165,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K165-h,1,,,,,
177,K177,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K177-h,1,,,,,
190,K190,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K190-h,1,,,,,
193,K193,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K193-h,3,,,,,
196,K196,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K196-h,4,,,,,
200,K200,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K200-h,5,,,,,
206,K206,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K206-h,1,,,,,
211,K211,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K211-h,8,,,,,
216,K216,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K216-h,4,,,,,
219,K219,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K219-h,86,,,,,
220,K220,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K220-h,9,,,,,
225,K225,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K225-h,0,,,,,
69,K69,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K69-h,4,,,,,
73,K73,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K73-h,4,,,,,
80,K80,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K80-h,5,,,,,
81,K81,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K81-h,2,,,,,
82,K82,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K82-h,1,,,,,
91,K91,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-K91-h,1,,,,,
104,L104,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-L104-h,1,,,,,
105,L105,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-L105-h,1,,,,,
106,L106,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-L106-h,1,,,,,
107,L107,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-L107-h,1,,,,,
222,L222,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-L222-h,263,,,,,
223,L223,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-L223-h,448,,,,,
225,L225,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-L225-h,0,,,,,
225,M225,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-M225-h,0,,,,,
229,M229,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-M229-h,681,,,,,
100,N100,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N100-h,2362,,,,,
101,N101,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N101-h,2042,,,,,
102,N102,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N102-h,305,,,,,
103,N103,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N103-h,8437,,,,,
104,N104,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N104-h,12,,,,,
105,N105,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N105-h,152,,,,,
106,N106,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N106-h,250,,,,,
107,N107,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N107-h,102,,,,,
108,N108,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N108-h,47,,,,,
109,N109,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N109-h,11,,,,,
110,N110,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N110-h,286,,,,,
111,N111,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N111-h,3970,,,,,
113,N113,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N113-h,2,,,,,
114,N114,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N114-h,80,,,,,
115,N115,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N115-h,122,,,,,
116,N116,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N116-h,2572,,,,,
117,N117,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N117-h,29,,,,,
118,N118,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N118-h,22,,,,,
119,N119,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N119-h,154,,,,,
120,N120,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N120-h,163,,,,,
121,N121,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N121-h,13,,,,,
122,N122,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N122-h,1,,,,,
124,N124,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N124-h,196,,,,,
126,N126,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N126-h,61,,,,,
127,N127,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N127-h,53,,,,,
128,N128,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N128-h,2,,,,,
129,N129,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N129-h,37,,,,,
131,N131,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N131-h,1,,,,,
132,N132,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N132-h,15,,,,,
133,N133,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N133-h,1,,,,,
134,N134,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N134-h,4614,,,,,
135,N135,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N135-h,2276,,,,,
138,N138,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N138-h,76,,,,,
139,N139,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N139-h,1559,,,,,
140,N140,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N140-h,3192,,,,,
143,N143,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N143-h,2813,,,,,
144,N144,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N144-h,23,,,,,
149,N149,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N149-h,2069,,,,,
150,N150,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N150-h,1,,,,,
151,N151,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N151-h,2,,,,,
152,N152,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N152-h,3,,,,,
153,N153,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N153-h,10,,,,,
154,N154,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N154-h,3182,,,,,
156,N156,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N156-h,2671,,,,,
158,N158,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N158-h,3534,,,,,
160,N160,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N160-h,1,,,,,
161,N161,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N161-h,2,,,,,
162,N162,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N162-h,189,,,,,
163,N163,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N163-h,2354,,,,,
164,N164,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N164-h,128,,,,,
165,N165,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N165-h,3303,,,,,
166,N166,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N166-h,66,,,,,
168,N168,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N168-h,1797,,,,,
169,N169,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N169-h,16,,,,,
170,N170,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N170-h,40,,,,,
171,N171,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N171-h,1599,,,,,
172,N172,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N172-h,37,,,,,
173,N173,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N173-h,21,,,,,
177,N177,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N177-h,1760,,,,,
178,N178,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N178-h,9,,,,,
179,N179,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N179-h,1,,,,,
180,N180,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N180-h,1,,,,,
181,N181,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N181-h,23,,,,,
182,N182,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N182-h,918,,,,,
184,N184,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N184-h,9,,,,,
186,N186,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N186-h,2736,,,,,
190,N190,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N190-h,3860,,,,,
191,N191,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N191-h,10,,,,,
193,N193,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N193-h,4732,,,,,
195,N195,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N195-h,2,,,,,
196,N196,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N196-h,4702,,,,,
197,N197,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N197-h,10,,,,,
200,N200,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N200-h,7565,,,,,
201,N201,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N201-h,87,,,,,
202,N202,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N202-h,841,,,,,
204,N204,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N204-h,15,,,,,
206,N206,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N206-h,1685,,,,,
207,N207,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N207-h,49,,,,,
209,N209,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N209-h,2443,,,,,
211,N211,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N211-h,4701,,,,,
212,N212,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N212-h,1402,,,,,
213,N213,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N213-h,880,,,,,
214,N214,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N214-h,30,,,,,
215,N215,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N215-h,42,,,,,
216,N216,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N216-h,2373,,,,,
217,N217,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N217-h,26,,,,,
218,N218,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N218-h,1,,,,,
219,N219,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N219-h,7320,,,,,
220,N220,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N220-h,3505,,,,,
221,N221,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N221-h,78,,,,,
222,N222,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N222-h,621,,,,,
223,N223,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N223-h,553,,,,,
225,N225,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N225-h,251,,,,,
68,N68,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N68-h,14,,,,,
69,N69,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N69-h,1698,,,,,
70,N70,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N70-h,74,,,,,
71,N71,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N71-h,28,,,,,
72,N72,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N72-h,977,,,,,
73,N73,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N73-h,2757,,,,,
75,N75,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N75-h,9,,,,,
76,N76,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N76-h,1217,,,,,
77,N77,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N77-h,76,,,,,
78,N78,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N78-h,1187,,,,,
80,N80,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N80-h,1187,,,,,
81,N81,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N81-h,1318,,,,,
82,N82,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N82-h,2441,,,,,
83,N83,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N83-h,2143,,,,,
84,N84,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N84-h,35,,,,,
85,N85,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N85-h,2557,,,,,
87,N87,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N87-h,2989,,,,,
88,N88,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N88-h,143,,,,,
90,N90,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N90-h,2232,,,,,
91,N91,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N91-h,2505,,,,,
92,N92,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N92-h,2863,,,,,
93,N93,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N93-h,9,,,,,
94,N94,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N94-h,3,,,,,
95,N95,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N95-h,75,,,,,
96,N96,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N96-h,208,,,,,
97,N97,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N97-h,2366,,,,,
98,N98,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N98-h,22,,,,,
99,N99,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N99-h,1893,,,,,
100,O100,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O100-h,2504,,,,,
101,O101,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O101-h,2133,,,,,
102,O102,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O102-h,4,,,,,
103,O103,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O103-h,8614,,,,,
108,O108,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O108-h,2,,,,,
109,O109,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O109-h,3,,,,,
110,O110,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O110-h,89,,,,,
111,O111,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O111-h,4590,,,,,
112,O112,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O112-h,47,,,,,
113,O113,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O113-h,15,,,,,
114,O114,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O114-h,172,,,,,
115,O115,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O115-h,14,,,,,
116,O116,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O116-h,3212,,,,,
117,O117,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O117-h,37,,,,,
118,O118,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O118-h,76,,,,,
119,O119,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O119-h,221,,,,,
120,O120,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O120-h,155,,,,,
121,O121,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O121-h,13,,,,,
122,O122,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O122-h,30,,,,,
123,O123,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O123-h,32,,,,,
124,O124,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O124-h,588,,,,,
125,O125,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O125-h,13,,,,,
126,O126,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O126-h,71,,,,,
127,O127,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O127-h,91,,,,,
128,O128,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O128-h,16,,,,,
129,O129,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O129-h,10,,,,,
130,O130,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O130-h,7,,,,,
131,O131,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O131-h,16,,,,,
132,O132,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O132-h,8,,,,,
133,O133,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O133-h,1,,,,,
