,caswgt,volgnr1y,buurty,huisnry,lftmy,gebplmy,bersmy,berpmy,aboeky,relimy,bsmy,lftvy,relivy,gebplvy,nrkindy,nrbodey,nrhgy,relhfdy,grondbly,pbly,patbly,jrhu1y,bervamy,bervavy,bermhuy,bergt1y,relgt1y,bergt2y,relgt2y,bergt3y,relgt3y,bergt4y,relgt4y,hulftmy,hulftvy,volgnr2y,bsvy,gebplv1y,jrhu2y,bervam2y,bervav2y,bermhu2y,bergt12y,relgt12y,bergt22y,relgt22y,bergt32y,relgt32y,bergt42y,relgt42y,hulftm2y,hulftv2y,bsv2y,gebplv2y,jrhu3y,bervam3y,bervav3y,bermhu3y,bergt13y,relgt13y,bergt23y,relgt23y,bergt33y,relgt33y,bergt43y,relgt43y,hulftm3y,hulftv3y,bsv3y,gebplv3y,tot3bly,grblgy,pblgy,patblgy,omvhhy,berpm00y,berpm0y,totbly,lftklasy,occupationalTitleDeVries,hisco,ordering,district,label,wkt,concat1854,locatiepunt,straat1909,nr1909,tvg1909,buurt1876,straat1876,steeg1876,nr1876,tvg1876,buurt1853,nr1853,tvg1853,concat1853,sectie1832,perceelnr1832,tvg1832,concat1832,WKT,nummer
459,1,123401,E,212,42,Amsterdam,VERKEERSWEZEN,240,als in bev.register,Nederlands Hervormd,gehuwd,39,Nederlands Hervormd,Amsterdam,3,5,0,-1,0,380,183,1838,240,vader overleden,zonder,240,vader man,apotheker,geen familie,wijnkoopman,geen familie,tabakskoopman,geen familie,27,24,123402,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,563,1,6,5,10,2,24,4,4,240,-1,5,https://adamlink.nl/geo/district/buurt-e/130,E,"POLYGON((4.893517 52.372645,4.893478 52.372565,4.893131 52.372128,4.89251 52.370276,4.892263 52.369256,4.892234 52.369078,4.890971 52.36896,4.889363 52.368755,4.889358 52.369257,4.889483 52.369665,4.890601 52.371134,4.890721 52.371456,4.890619 52.372546,4.891511 52.37275,4.892183 52.372806,4.892769 52.372774,4.893517 52.372645))",E212,3217.0,,,,E,Dam,,10.0,,E,212.0,,E212,F,3632.0,,F3632,POINT (121293.029550265 487313.374051091),3217.0
460,1,123401,E,212,42,Amsterdam,VERKEERSWEZEN,240,als in bev.register,Nederlands Hervormd,gehuwd,39,Nederlands Hervormd,Amsterdam,3,5,0,-1,0,380,183,1838,240,vader overleden,zonder,240,vader man,apotheker,geen familie,wijnkoopman,geen familie,tabakskoopman,geen familie,27,24,123402,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,563,1,6,5,10,2,24,4,4,240,-1,5,https://adamlink.nl/geo/district/buurt-e/130,E,"POLYGON((4.893517 52.372645,4.893478 52.372565,4.893131 52.372128,4.89251 52.370276,4.892263 52.369256,4.892234 52.369078,4.890971 52.36896,4.889363 52.368755,4.889358 52.369257,4.889483 52.369665,4.890601 52.371134,4.890721 52.371456,4.890619 52.372546,4.891511 52.37275,4.892183 52.372806,4.892769 52.372774,4.893517 52.372645))",E212,3218.0,,,,,,,,,E,212.0,,E212,F,3633.0,,F3633,POINT (121299.025859687 487315.043909411),3218.0
461,1,123401,E,212,42,Amsterdam,VERKEERSWEZEN,240,als in bev.register,Nederlands Hervormd,gehuwd,39,Nederlands Hervormd,Amsterdam,3,5,0,-1,0,380,183,1838,240,vader overleden,zonder,240,vader man,apotheker,geen familie,wijnkoopman,geen familie,tabakskoopman,geen familie,27,24,123402,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,563,1,6,5,10,2,24,4,4,240,-1,5,https://adamlink.nl/geo/district/buurt-e/130,E,"POLYGON((4.893517 52.372645,4.893478 52.372565,4.893131 52.372128,4.89251 52.370276,4.892263 52.369256,4.892234 52.369078,4.890971 52.36896,4.889363 52.368755,4.889358 52.369257,4.889483 52.369665,4.890601 52.371134,4.890721 52.371456,4.890619 52.372546,4.891511 52.37275,4.892183 52.372806,4.892769 52.372774,4.893517 52.372645))",E212,3219.0,,,,,,,,,E,212.0,,E212,F,3634.0,,F3634,POINT (121299.25356764 487302.140458755),3219.0
462,1,123451,V,43,62,randgemeenten,VERKEERSWEZEN,240,als in bev.register,Rooms Katholiek,gehuwd,51,Rooms Katholiek,Amsterdam,0,1,0,-1,83,128,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123452,-1,-1,1838,vader overleden,zonder,werklieden,winkelier,geen familie,timmerman,geen familie,240,7,240,geen familie,46,37,weduwe,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,282,4,5,4,3,2,24,3,6,240,-1,21,https://adamlink.nl/geo/district/buurt-v/147,V,"POLYGON((4.916765 52.362358,4.916692 52.363346,4.906246 52.366815,4.904175 52.3676,4.904982 52.367943,4.905266 52.36831,4.905425 52.368586,4.9097 52.370234,4.910324 52.370124,4.910674 52.370197,4.910897 52.370103,4.910657 52.369528,4.922303 52.365754,4.92109 52.365017,4.922991 52.364881,4.922906 52.36476,4.922667 52.364019,4.922337 52.363724,4.92108 52.363658,4.920315 52.363633,4.919764 52.363313,4.919277 52.362677,4.918935 52.362396,4.918272 52.36213,4.917408 52.362194,4.916765 52.362358))",V43,25920.0,,,,v,,,,,v,43.0,,V43,h,3387.0,,h3387,POINT (122965.427960514 486568.683668001),25920.0
463,1,123501,C,534,53,Amsterdam,260,onderwijzer,als in bev.register,Nederlands Hervormd,gehuwd,54,Nederlands Hervormd,Amsterdam,5,6,0,-1,41,217,26,1822,ambachtsman,ambachtsman,onderwijzer,ambachtsman,vader man,ambachtsman,vader vrouw,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,21,22,123502,weduwe,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,284,3,5,3,13,4,42,3,5,onderwijzer,13200,3,https://adamlink.nl/geo/district/buurt-c/141,C,"POLYGON((4.900106 52.372517,4.900397 52.372436,4.900723 52.372217,4.901212 52.370906,4.901358 52.370555,4.901539 52.370337,4.901948 52.370135,4.901598 52.37002,4.900876 52.369511,4.898259 52.367379,4.896161 52.367484,4.895434 52.367454,4.898741 52.371036,4.900106 52.372517))",C534,20160.0,,,,c,Kloveniersburgwal,,103.0,,c,534.0,,C534,g,2731.0,,g2731,POINT (121626.196552954 486889.732632653),20160.0
464,1,123551,Y,131,72,Amsterdam,309,ambtenaar,als in bev.register,Remonstrants,gehuwd,59,Remonstrants,Amsterdam,3,1,0,-1,77,107,0,1831,vader overleden,vader overleden,ambtenaar,notaris,broer/zwager man,makelaar,broer/zwager man,notaris,geen familie,commissionair,geen familie,50,37,123552,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,184,4,5,1,6,4,41,2,7,ambtenaar,30000,24,https://adamlink.nl/geo/district/buurt-y/137,Y,"POLYGON((4.895434 52.367454,4.896161 52.367484,4.898259 52.367379,4.899644 52.36706,4.900698 52.366596,4.901114 52.36579,4.901769 52.364479,4.895997 52.363397,4.895825 52.36613,4.895835 52.366326,4.893521 52.366977,4.893863 52.367341,4.894265 52.3672,4.894771 52.367217,4.895434 52.367454))",Y131,20316.0,,,,y,Keizersgracht,,749.0,,y,131.0,,Y131,i,1290.0,,i1290,POINT (121818.946882044 486390.32710565),20316.0
465,1,123601,LL,265,47,Amsterdam,WARENHANDEL,wijnkoopman,als in bev.register,Rooms Katholiek,gehuwd,46,Rooms Katholiek,Amsterdam,0,2,0,-1,106,297,292,1827,vader overleden,240,koopman,240,vader vrouw,ambachtsman,broer/zwager man,ambachtsman,broer/zwager vrouw,ambachtsman,geen familie,21,20,123602,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,695,5,6,6,4,6,61,4,4,wijnkoopman,41025,36,https://adamlink.nl/geo/district/buurt-ll/116,LL,"POLYGON((4.884287 52.375964,4.887764 52.374734,4.88796 52.374901,4.889333 52.37453,4.888793 52.373206,4.888539 52.372223,4.882941 52.372422,4.882965 52.372725,4.883129 52.374036,4.883228 52.374843,4.883755 52.375412,4.884287 52.375964))",LL265,11799.0,,,,ll,Keizersgracht,,222.0,,ll,265.0,,LL265,e,3593.0,,e3593,POINT (120768.461136179 487352.38053221),11799.0
466,1,123651,J,270,38,Amsterdam,BOUWBEDRIJVEN,ambachtsman,als in bev.register,Nederlands Hervormd,gehuwd,39,Nederlands Hervormd,Amsterdam,5,0,0,-1,98,18,26,1839,ambachtsman,timmerman,ambachtsman,ambachtsman,oom/neef man,koopman,geen familie,ambachtsman,geen familie,ambachtsman,geen familie,23,25,123652,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,142,4,2,3,7,2,21,2,3,ambachtsman,99999,9,https://adamlink.nl/geo/district/buurt-j/133,J,"POLYGON((4.893517 52.372645,4.893544 52.372997,4.893121 52.373267,4.894162 52.373958,4.89446 52.373823,4.897057 52.375528,4.897884 52.375194,4.897994 52.375261,4.89918 52.374824,4.8996 52.374724,4.898759 52.374124,4.897242 52.372943,4.895855 52.371864,4.894013 52.372443,4.894015 52.372543,4.893517 52.372645))",J270,798.0,Sint Jansstraat,19.0,,I,Sint Jansstraat,,19.0,,I,270.0,,J270,G,958.0,,G958,POINT (121537.158817984 487357.852751069),798.0
467,1,123701,RR,43,38,Overijssel steden,370,kantoorbediende,zonder beroep,Rooms Katholiek,gehuwd,33,Rooms Katholiek,Amsterdam,2,2,0,-1,70,114,0,1844,kantoorbediende,koopman,kantoorbediende,koopman,oom/neef man,koopman,oom/neef vrouw,winkelier,geen familie,zonder,geen familie,29,19,123702,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,184,4,5,1,6,3,32,2,3,kantoorbediende,39310,42,https://adamlink.nl/geo/district/buurt-rr/117,RR,"POLYGON((4.884287 52.375964,4.885047 52.376754,4.886043 52.377868,4.886251 52.378083,4.891379 52.376365,4.889333 52.37453,4.88796 52.374901,4.887764 52.374734,4.884287 52.375964))",RR43,7303.0,,,,rr,Singel,,158.0,,rr,43.0,,RR43,f,493.0,,f493,POINT (121109.555547884 487589.179371216),7303.0
468,1,123751,AA,526,54,Groningen steden,WARENHANDEL,koopman,als in bev.register,Nederlands Hervormd,ongehuwd,-1,-1,-1,0,0,3,geen familie,0,64,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123752,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,177,1,4,5,4,6,61,2,5,koopman,41025,26,https://adamlink.nl/geo/district/buurt-aa/128,AA,"POLYGON((4.895997 52.363397,4.89626 52.359737,4.896386 52.35945,4.896808 52.359165,4.897377 52.359047,4.897528 52.358791,4.897701 52.357581,4.895814 52.357672,4.89464 52.357901,4.893378 52.358296,4.892399 52.358692,4.891632 52.358862,4.890424 52.358812,4.891657 52.362207,4.891854 52.362174,4.892446 52.363845,4.895997 52.363397))",AA526,18960.0,,,,aa,Prinsengracht,,712.0,,aa,526.0,,AA526,i,2559.0,,i2559,POINT (121441.438094254 486077.604553346),18960.0
469,1,123801,G,121,38,Amsterdam,WARENHANDEL,koopman,anders dan bev.reg.,Nederlands Hervormd,ongehuwd,-1,-1,-1,0,0,2,geen familie,0,68,237,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,305,1,4,5,3,6,61,3,3,koopman,41025,7,https://adamlink.nl/geo/district/buurt-g/120,G,"POLYGON((4.888539 52.372223,4.888793 52.373206,4.889333 52.37453,4.892202 52.377058,4.893952 52.376685,4.894007 52.376489,4.891951 52.375108,4.890829 52.373887,4.890558 52.373282,4.890619 52.372546,4.889522 52.372247,4.888825 52.372173,4.888539 52.372223))",G121,2001.0,Nieuwezijds Voorburgwal,182.0,,G,Nieuwezijds Voorburgwal,,186.0,,G,121.0,,G121,F,1870.0,,F1870,POINT (121175.761681939 487446.012219195),2001.0
470,1,123851,AA,603,71,Amsterdam,TUSSENHANDEL,comm. in effecten,als in bev.register,Nederlands Hervormd,weduwnaar,-1,-1,-1,1,2,0,-1,350,344,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,813,6,6,5,4,6,65,4,7,comm. in effecten,44140,26,https://adamlink.nl/geo/district/buurt-aa/128,AA,"POLYGON((4.895997 52.363397,4.89626 52.359737,4.896386 52.35945,4.896808 52.359165,4.897377 52.359047,4.897528 52.358791,4.897701 52.357581,4.895814 52.357672,4.89464 52.357901,4.893378 52.358296,4.892399 52.358692,4.891632 52.358862,4.890424 52.358812,4.891657 52.362207,4.891854 52.362174,4.892446 52.363845,4.895997 52.363397))",AA603,19037.0,,,,aa,Prinsengracht,,971.0,,aa,603.0,,AA603,i,2189.0,,i2189,POINT (121324.788718051 486154.431628263),19037.0
471,1,123901,J,372,57,ov. N-Holland,WARENHANDEL,winkelier,geen,Nederlands Hervormd,weduwnaar,-1,-1,-1,2,1,0,-1,152,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,5,1,1,4,2,22,2,5,winkelier,41030,9,https://adamlink.nl/geo/district/buurt-j/133,J,"POLYGON((4.893517 52.372645,4.893544 52.372997,4.893121 52.373267,4.894162 52.373958,4.89446 52.373823,4.897057 52.375528,4.897884 52.375194,4.897994 52.375261,4.89918 52.374824,4.8996 52.374724,4.898759 52.374124,4.897242 52.372943,4.895855 52.371864,4.894013 52.372443,4.894015 52.372543,4.893517 52.372645))",J372,757.0,Sint Annestraat,18.0,,I,Sint Annestraat,,18.0,,I,372.0,,J372,G,872.0,,G872,POINT (121602.872673328 487428.062511586),757.0
472,1,123951,D,213,56,Amsterdam,VERKEERSWEZEN,240,als in bev.register,Rooms Katholiek,gehuwd,53,Rooms Katholiek,ov. Gelderland,1,3,2,geen familie,63,125,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,307,4,5,5,8,2,24,3,5,240,-1,4,https://adamlink.nl/geo/district/buurt-d/131,D,"POLYGON((4.892234 52.369078,4.892267 52.368814,4.893863 52.367341,4.893521 52.366977,4.893014 52.366877,4.891595 52.366924,4.890137 52.367129,4.889485 52.367234,4.888607 52.368031,4.889363 52.368755,4.890971 52.36896,4.892234 52.369078))",D213,5383.0,,,,D,Heiligenweg,,45.0,,D,213.0,,D213,F,3239.0,,F3239,POINT (121172.517160163 486743.127876578),5383.0
473,1,124001,X,489,73,Amsterdam,360,grondeigenaar,zonder beroep,Doopsgezind,ongehuwd,-1,-1,-1,0,1,2,geen familie,57,238,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,295,4,5,1,4,5,52,3,7,grondeigenaar,-1,23,https://adamlink.nl/geo/district/buurt-x/127,X,"POLYGON((4.889485 52.367234,4.890137 52.367129,4.891595 52.366924,4.893014 52.366877,4.893521 52.366977,4.895835 52.366326,4.895825 52.36613,4.895997 52.363397,4.892446 52.363845,4.889451 52.364267,4.886428 52.365963,4.88795 52.36668,4.889485 52.367234))",X489,17501.0,,,,x,Reguliersgracht,,2.0,,x,489.0,,X489,i,1117.0,,i1117,POINT (121514.547689336 486411.739841875),17501.0
474,1,124051,L,693,27,Amsterdam,240,reiziger,zonder beroep,Rooms Katholiek,ongehuwd,-1,-1,-1,0,1,1,ouder,0,31,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,1,3,4,3,6,69,2,2,reiziger,43220,11,https://adamlink.nl/geo/district/buurt-l/119,L,"POLYGON((4.897594 52.380815,4.901754 52.378598,4.898727 52.376796,4.897057 52.375528,4.895646 52.376075,4.895664 52.376129,4.895396 52.376197,4.895006 52.37623,4.894275 52.37626,4.894007 52.376489,4.893952 52.376685,4.892202 52.377058,4.894279 52.378804,4.896846 52.380396,4.897594 52.380815))",L693,3025.0,,,,L,Singel,,15.0,,L,693.0,,L693,F,1078.0,,F1078,POINT (121372.431041268 487878.866221098),3025.0
475,1,124101,W,521,46,ov. N-Holl. steden,WARENHANDEL,koopman,als in bev.register,Ned. Israelitisch,gehuwd,52,Ned. Israelitisch,ov. N-Holl. steden,6,1,1,geen familie,46,77,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242,3,4,5,10,6,61,3,4,koopman,41025,22,https://adamlink.nl/geo/district/buurt-w/143,W,"POLYGON((4.901114 52.36579,4.906246 52.366815,4.916692 52.363346,4.916765 52.362358,4.916407 52.362318,4.915966 52.362113,4.915623 52.361855,4.915231 52.361612,4.914593 52.361345,4.914 52.361373,4.913358 52.361506,4.912542 52.361624,4.91205 52.361576,4.911595 52.361393,4.911278 52.36109,4.911071 52.360795,4.910802 52.360612,4.910322 52.360542,4.909717 52.360623,4.909234 52.360772,4.908519 52.360769,4.908027 52.360631,4.907537 52.360342,4.907209 52.359888,4.906424 52.359462,4.904997 52.359182,4.901769 52.364479,4.901114 52.36579))",W521,25652.0,,,,w,Weesperstraat,,6.0,,w,521.0,,W521,h,3642.0,,h3642,POINT (122148.019517149 486575.489629561),25652.0
476,1,124151,U,65,42,Amsterdam,WARENHANDEL,koopman,als in bev.register,Nederlands Hervormd,gehuwd,29,Nederlands Hervormd,Amsterdam,4,2,0,-1,39,91,33,1836,timmerman,vader overleden,zonder,timmerman,vader man,stalhouder,oom/neef man,bakker,oom/neef vrouw,ambtenaar,geen familie,24,20,124152,weduwe,Amsterdam,1844,timmerman,koopman,koopman,timmerman,vader man,timmerman,broer/zwager man,fabrikanten,7,stalhouder,geen familie,32,20,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,163,3,4,3,8,6,61,2,4,koopman,41025,20,https://adamlink.nl/geo/district/buurt-u/148,U,"POLYGON((4.904375 52.377763,4.905516 52.377835,4.910012 52.37734,4.910877 52.377132,4.912157 52.377455,4.913833 52.377658,4.916426 52.377441,4.93182 52.375252,4.931883 52.373968,4.915007 52.376318,4.914192 52.37633,4.913309 52.375904,4.908649 52.373318,4.914176 52.370924,4.921924 52.368433,4.923755 52.367897,4.924299 52.367748,4.925189 52.36757,4.925757 52.367482,4.926525 52.367243,4.926552 52.366979,4.926457 52.366646,4.926428 52.365854,4.926343 52.365695,4.92463 52.365605,4.923621 52.36542,4.923143 52.365071,4.922991 52.364881,4.92109 52.365017,4.922303 52.365754,4.910657 52.369528,4.910897 52.370103,4.910674 52.370197,4.910324 52.370124,4.9097 52.370234,4.908148 52.371164,4.906362 52.372056,4.904847 52.372978,4.903691 52.373721,4.903266 52.374263,4.903237 52.374663,4.903404 52.375199,4.904375 52.377763))",U65,26578.0,,,,u,Nieuwe Waalseiland,,39.0,,u,65.0,,U65,g,4258.0,,g4258,POINT (122269.39900858 487366.982506201),26578.0
477,1,124201,K,558,53,Amsterdam,WARENHANDEL,koopman,als in bev.register,Gereformeerd,weduwnaar,-1,-1,-1,4,2,0,-1,151,160,198,1823,zonder,winkelier,koopman,winkelier,vader vrouw,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,23,31,124202,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,509,5,5,5,7,6,61,4,5,koopman,41025,10,https://adamlink.nl/geo/district/buurt-k/135,K,"POLYGON((4.901199 52.374153,4.900958 52.373567,4.90125 52.373394,4.900979 52.372781,4.900397 52.372436,4.900106 52.372517,4.898741 52.371036,4.89691 52.371489,4.895855 52.371864,4.898759 52.374124,4.8996 52.374724,4.90029 52.374527,4.900615 52.374425,4.901252 52.37424,4.901199 52.374153))",K558,4752.0,,,,K,Oudezijds Voorburgwal,,101.0,,K,558.0,,K558,G,1695.0,,G1695,POINT (121689.307879304 487384.816409519),4752.0
478,1,124251,TT,39,30,Amsterdam,VOEDINGS EN GENOTMID,fabrikanten,als in bev.register,Nederlands Hervormd,ongehuwd,-1,-1,-1,0,1,1,ander familielid,0,107,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,193,1,5,4,3,1,11,2,3,fabrikanten,21110,44,https://adamlink.nl/geo/district/buurt-tt/105,TT,"POLYGON((4.888458 52.380482,4.890866 52.38329,4.891042 52.388538,4.891546 52.388752,4.891191 52.389573,4.890855 52.389832,4.89023 52.389943,4.890056 52.390039,4.890237 52.390485,4.891095 52.390391,4.891702 52.390175,4.891977 52.389881,4.893515 52.385879,4.894132 52.385919,4.894378 52.384878,4.89407 52.384756,4.894266 52.383798,4.894121 52.383579,4.89431 52.383202,4.897594 52.380814,4.896846 52.380396,4.894279 52.378804,4.889932 52.379655,4.888458 52.380482))",TT39,6114.0,,,,tt,Droogbak,,1.0,,tt,39.0,,TT39,d,6160.0,,d6160,POINT (121435.703936219 488090.065169633),6114.0
479,1,124301,Y,154,52,Amsterdam,255,advocaat,als in bev.register,Waals Hervormd,ongehuwd,-1,-1,-1,0,2,0,-1,176,179,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,363,5,5,2,3,2,23,3,5,advocaat,12110,24,https://adamlink.nl/geo/district/buurt-y/137,Y,"POLYGON((4.895434 52.367454,4.896161 52.367484,4.898259 52.367379,4.899644 52.36706,4.900698 52.366596,4.901114 52.36579,4.901769 52.364479,4.895997 52.363397,4.895825 52.36613,4.895835 52.366326,4.893521 52.366977,4.893863 52.367341,4.894265 52.3672,4.894771 52.367217,4.895434 52.367454))",Y154,20339.0,,,,y,Keizersgracht,,703.0,,y,154.0,,Y154,i,1206.0,,i1206,POINT (121671.401406726 486345.245599026),20339.0
480,1,124351,KK,625,56,Amsterdam,TUSSENHANDEL,makelaar,als in bev.register,Nederlands Hervormd,gehuwd,50,Nederlands Hervormd,ov. Gelderland,2,2,0,-1,0,171,173,1826,vader overleden,militair,makelaar,militair,vader vrouw,makelaar,oom/neef vrouw,koopman,oom/neef vrouw,koopman,oom/neef man,28,17,124352,ongehuwd,Amsterdam,1838,vader overleden,hoogleraar,makelaar,hoogleraar,vader vrouw,arts,broer/zwager vrouw,commissionair,2,notaris,geen familie,40,34,ongehuwd,ov. Gelderland,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,344,1,5,5,6,6,68,3,5,makelaar,44100,35,https://adamlink.nl/geo/district/buurt-kk/115,KK,"POLYGON((4.882941 52.372422,4.888539 52.372223,4.887838 52.368759,4.886767 52.368804,4.882657 52.368947,4.882838 52.371115,4.882941 52.372422))",KK625,,,,,,,,,,,,,,,,,,,
481,1,124401,W,497,32,Amsterdam,WARENHANDEL,koopman,als in bev.register,Ned. Israelitisch,gehuwd,24,Ned. Israelitisch,Amsterdam,2,2,0,-1,0,101,87,1851,zonder,vader overleden,koopman,zonder,broer/zwager vrouw,zonder,broer/zwager man,zonder,geen familie,zonder,geen familie,29,22,124402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,188,1,5,4,6,6,61,2,3,koopman,41025,22,https://adamlink.nl/geo/district/buurt-w/143,W,"POLYGON((4.901114 52.36579,4.906246 52.366815,4.916692 52.363346,4.916765 52.362358,4.916407 52.362318,4.915966 52.362113,4.915623 52.361855,4.915231 52.361612,4.914593 52.361345,4.914 52.361373,4.913358 52.361506,4.912542 52.361624,4.91205 52.361576,4.911595 52.361393,4.911278 52.36109,4.911071 52.360795,4.910802 52.360612,4.910322 52.360542,4.909717 52.360623,4.909234 52.360772,4.908519 52.360769,4.908027 52.360631,4.907537 52.360342,4.907209 52.359888,4.906424 52.359462,4.904997 52.359182,4.901769 52.364479,4.901114 52.36579))",W497,25626.0,,,,w,Nieuwe Keizersgracht,,61.0,,w,497.0,,W497,h,3686.0,,h3686,POINT (122318.143219865 486541.69030384),25626.0
