,caswgt,volgnr1y,buurty,huisnry,lftmy,gebplmy,bersmy,berpmy,aboeky,relimy,bsmy,lftvy,relivy,gebplvy,nrkindy,nrbodey,nrhgy,relhfdy,grondbly,pbly,patbly,jrhu1y,bervamy,bervavy,bermhuy,bergt1y,relgt1y,bergt2y,relgt2y,bergt3y,relgt3y,bergt4y,relgt4y,hulftmy,hulftvy,volgnr2y,bsvy,gebplv1y,jrhu2y,bervam2y,bervav2y,bermhu2y,bergt12y,relgt12y,bergt22y,relgt22y,bergt32y,relgt32y,bergt42y,relgt42y,hulftm2y,hulftv2y,bsv2y,gebplv2y,jrhu3y,bervam3y,bervav3y,bermhu3y,bergt13y,relgt13y,bergt23y,relgt23y,bergt33y,relgt33y,bergt43y,relgt43y,hulftm3y,hulftv3y,bsv3y,gebplv3y,tot3bly,grblgy,pblgy,patblgy,omvhhy,berpm00y,berpm0y,totbly,lftklasy,occupationalTitleDeVries,hisco,ordering,district,label,wkt,concat1854,locatiepunt,straat1909,nr1909,tvg1909,buurt1876,straat1876,steeg1876,nr1876,tvg1876,buurt1853,nr1853,tvg1853,concat1853,sectie1832,perceelnr1832,tvg1832,concat1832,WKT,nummer
67,1,103451,G,47,80,Amsterdam,360,zonder,als in bev.register,Rooms Katholiek,weduwnaar,-1,-1,-1,0,1,0,-1,184,28,0,1819,ambachtsman,vader overleden,ambachtsman,ambachtsman,vader man,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,46,23,103452,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212,5,3,1,2,5,54,3,8,zonder,-2,7,https://adamlink.nl/geo/district/buurt-g/120,G,"POLYGON((4.888539 52.372223,4.888793 52.373206,4.889333 52.37453,4.892202 52.377058,4.893952 52.376685,4.894007 52.376489,4.891951 52.375108,4.890829 52.373887,4.890558 52.373282,4.890619 52.372546,4.889522 52.372247,4.888825 52.372173,4.888539 52.372223))",G47,1953.0,Spuistraat,111.0,,G,Spuistraat,,111.0,,G,47.0,,G47,F,1890.0,,F1890,POINT (121191.34231883 487534.535041731),1953.0
68,1,103501,B,277,57,Amsterdam,WARENHANDEL,koopman,als in bev.register,Nederlands Hervormd,gehuwd,61,Nederlands Hervormd,Amsterdam,5,1,0,-1,70,107,31,1820,vader overleden,geestelijke,kantoorbediende,geestelijke,vader vrouw,ambachtsman,geen familie,geestelijke,geen familie,werklieden,geen familie,24,28,103502,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,4,5,3,8,6,61,3,5,koopman,41025,2,https://adamlink.nl/geo/district/buurt-b/136,B,"POLYGON((4.892234 52.369078,4.892829 52.369146,4.893864 52.369211,4.894215 52.369292,4.894281 52.369432,4.894484 52.370044,4.894734 52.370853,4.895271 52.371391,4.895855 52.371864,4.89691 52.371489,4.898741 52.371036,4.895434 52.367454,4.894771 52.367217,4.894265 52.3672,4.893863 52.367341,4.892267 52.368814,4.892234 52.369078))",B277,5113.0,,,,B,Oudezijds Achterburgwal,,188.0,,B,277.0,,B277,G,1547.0,,G1547,POINT (121514.502118223 487045.028220115),5113.0
69,1,103601,RR,202,42,Gelderland steden,324,hoogleraar,als in bev.register,Waals Hervormd,weduwnaar,-1,-1,-1,3,3,0,-1,0,165,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,1,5,1,7,4,42,2,4,hoogleraar,13100,42,https://adamlink.nl/geo/district/buurt-rr/117,RR,"POLYGON((4.884287 52.375964,4.885047 52.376754,4.886043 52.377868,4.886251 52.378083,4.891379 52.376365,4.889333 52.37453,4.88796 52.374901,4.887764 52.374734,4.884287 52.375964))",RR202,7462.0,,,,rr,Keizersgracht,,137.0,,rr,202.0,,RR202,d,5607.0,,d5607,POINT (120934.694655526 487680.856979656),7462.0
70,1,103651,KK,53,40,Amsterdam,TUSSENHANDEL,commissionair,als in bev.register,Waals Hervormd,gehuwd,40,Waals Hervormd,Amsterdam,6,3,0,-1,143,202,320,1834,vader overleden,vader overleden,koopman,zonder,oom/neef man,koopman,oom/neef vrouw,makelaar,geen familie,ambtenaar,geen familie,21,21,103652,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,665,5,5,6,11,6,65,4,4,commissionair,42230,35,https://adamlink.nl/geo/district/buurt-kk/115,KK,"POLYGON((4.882941 52.372422,4.888539 52.372223,4.887838 52.368759,4.886767 52.368804,4.882657 52.368947,4.882838 52.371115,4.882941 52.372422))",KK53,12554.0,,,,kk,Singel,,336.0,,kk,53.0,,KK53,f,231.0,,f231,POINT (120986.317887172 487081.676747567),12554.0
71,1,103701,LL,90,30,Amsterdam,VOEDINGS EN GENOTMID,240,als in bev.register,Rooms Katholiek,gehuwd,30,Rooms Katholiek,Limburg steden,1,1,0,-1,77,8,97,1845,240,ambtenaar,zonder,kantoorbediende,broer/zwager vrouw,timmerman,broer/zwager man,ambachtsman,geen familie,ambachtsman,geen familie,22,22,103702,ongehuwd,Limburg steden,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,182,4,2,4,4,2,24,2,3,240,-1,36,https://adamlink.nl/geo/district/buurt-ll/116,LL,"POLYGON((4.884287 52.375964,4.887764 52.374734,4.88796 52.374901,4.889333 52.37453,4.888793 52.373206,4.888539 52.372223,4.882941 52.372422,4.882965 52.372725,4.883129 52.374036,4.883228 52.374843,4.883755 52.375412,4.884287 52.375964))",LL90,11618.0,,,,ll,Singel,,278.0,,ll,90.0,,LL90,f,354.0,,f354,POINT (121010.621032259 487269.962823793),11618.0
72,1,103751,X,625,28,Amsterdam,TEXTIEL,ambachtsman,als in bev.register,Evangelisch Luthers,gehuwd,26,Evangelisch Luthers,Amsterdam,3,2,0,-1,0,102,24,1850,vader overleden,koopman,ambachtsman,zonder,broer/zwager vrouw,ambachtsman,broer/zwager vrouw,ambachtsman,oom/neef man,zonder,oom/neef vrouw,25,23,103752,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,1,5,3,7,2,21,2,2,ambachtsman,99999,23,https://adamlink.nl/geo/district/buurt-x/127,X,"POLYGON((4.889485 52.367234,4.890137 52.367129,4.891595 52.366924,4.893014 52.366877,4.893521 52.366977,4.895835 52.366326,4.895825 52.36613,4.895997 52.363397,4.892446 52.363845,4.889451 52.364267,4.886428 52.365963,4.88795 52.36668,4.889485 52.367234))",X625,17637.0,,,,x,Vijzelstraat,,595.0,,x,625.0,,X625,i,1060.0,,i1060,POINT (121282.393349159 486363.163045471),17637.0
73,1,103801,KK,514,38,Amsterdam,WARENHANDEL,winkelier,geen,Nederlands Hervormd,gehuwd,37,Nederlands Hervormd,Amsterdam,5,1,0,-1,159,65,18,1842,zonder,vader overleden,werklieden,werklieden,geen familie,koopman,geen familie,koopman,geen familie,sleper,geen familie,26,25,103802,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242,5,4,2,8,2,22,3,3,winkelier,41030,35,https://adamlink.nl/geo/district/buurt-kk/115,KK,"POLYGON((4.882941 52.372422,4.888539 52.372223,4.887838 52.368759,4.886767 52.368804,4.882657 52.368947,4.882838 52.371115,4.882941 52.372422))",KK514,13025.0,,,,kk,Prinsengracht,,461.0,,kk,514.0,,KK514,e,3438.0,,e3438,POINT (120668.31196805 487048.204545354),13025.0
74,1,103851,OO,665,56,Amsterdam,BOUWBEDRIJVEN,ambachtsman,als in bev.register,Doopsgezind,gehuwd,56,Nederlands Hervormd,Amsterdam,8,0,0,-1,137,23,9,1817,vader overleden,vader overleden,werklieden,ambachtsman,geen familie,ambachtsman,geen familie,werklieden,geen familie,stadhuisambtenaar,stadhuisambtenaar,19,19,103852,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,169,5,3,2,10,2,21,2,5,ambachtsman,99999,39,https://adamlink.nl/geo/district/buurt-oo/107,OO,"POLYGON((4.877766 52.377911,4.87823 52.37781,4.878545 52.37777,4.879408 52.377694,4.88725 52.379117,4.886043 52.377868,4.878355 52.376231,4.877164 52.374629,4.876472 52.374686,4.875894 52.375203,4.876263 52.375326,4.87658 52.375599,4.876834 52.376053,4.876843 52.37634,4.876591 52.376792,4.876576 52.377064,4.877053 52.377398,4.877604 52.377748,4.877766 52.377911))",OO665,10383.0,,,,oo,Prinsengracht,,22.0,,oo,665.0,,OO665,d,3799.0,,d3799,POINT (120899.58754358 487991.798052914),10383.0
75,1,103901,CC,102,44,ov. Gelderland,VOEDINGS EN GENOTMID,bakker,als in bev.register,Rooms Katholiek,gehuwd,37,Rooms Katholiek,Amsterdam,0,4,0,-1,70,25,87,1840,bakker,vader overleden,bakker,koopman,geen familie,ambachtsman,geen familie,koopman,geen familie,ambachtsman,geen familie,30,24,103902,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,182,4,3,4,6,2,21,2,4,bakker,77610,28,https://adamlink.nl/geo/district/buurt-cc/125,CC,"POLYGON((4.881141 52.363469,4.886428 52.365963,4.889451 52.364267,4.887952 52.362607,4.887767 52.362674,4.886845 52.36156,4.886772 52.361492,4.886631 52.361399,4.88637 52.361264,4.886167 52.361116,4.885228 52.360338,4.884879 52.360676,4.884723 52.361209,4.884438 52.361467,4.883967 52.361699,4.883473 52.361727,4.882573 52.361716,4.881868 52.361883,4.881719 52.362022,4.881617 52.362259,4.881614 52.362516,4.881593 52.362772,4.88156 52.362984,4.881366 52.363269,4.881141 52.363469))",CC102,16355.0,,,,cc,Leidschekruisstraat,,20.0,,cc,102.0,,CC102,i,2992.0,,i2992,POINT (120787.006602139 486307.40729365),16355.0
76,1,103951,HH,429,61,Utrecht steden,VERZEKERINGSWEZEN,commissionair,als in bev.register,Nederlands Hervormd,gehuwd,59,Nederlands Hervormd,West-Indie,6,3,1,geen familie,0,467,443,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,910,1,6,6,12,6,65,4,6,commissionair,42230,33,https://adamlink.nl/geo/district/buurt-hh/114,HH,"POLYGON((4.877492 52.367268,4.879043 52.367665,4.882657 52.368947,4.886767 52.368804,4.88668 52.367613,4.880766 52.365459,4.880817 52.3653,4.880356 52.365136,4.879138 52.364934,4.879148 52.365138,4.879057 52.365568,4.878744 52.365892,4.878235 52.366191,4.877629 52.366385,4.877307 52.36652,4.877255 52.366693,4.87735 52.367018,4.877492 52.367268))",HH429,15576.0,,,,hh,Keizersgracht,,414.0,,hh,429.0,,HH429,e,3210.0,,e3210,POINT (120737.525681954 486858.454154707),15576.0
77,1,104001,QQ,900,79,Amsterdam,360,zonder,zonder beroep,Nederlands Hervormd,weduwnaar,-1,-1,-1,0,0,5,ander familielid,198,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,5,1,1,6,5,54,2,7,zonder,-2,41,https://adamlink.nl/geo/district/buurt-qq/101,QQ,"POLYGON((4.887958 52.380755,4.880485 52.379602,4.880134 52.379074,4.87954 52.379207,4.879758 52.379541,4.87828 52.379844,4.879042 52.380115,4.879514 52.380385,4.879788 52.380741,4.879783 52.381179,4.879525 52.381571,4.879527 52.38191,4.87971 52.382126,4.880238 52.382374,4.880821 52.382584,4.881145 52.382887,4.881283 52.383224,4.881173 52.383669,4.880934 52.384091,4.881004 52.384438,4.881346 52.384708,4.882023 52.384847,4.882429 52.384852,4.883192 52.38353,4.887958 52.380755))",QQ900,8586.0,,,,qq,Palmgracht,,8.0,,qq,900.0,,QQ900,d,1710.0,,d1710,POINT (120761.493235883 488394.544477279),8586.0
78,1,104051,LL,171,47,Amsterdam,VERZEKERINGSWEZEN,assuradeurs,als in bev.register,Nederlands Hervormd,weduwnaar,-1,-1,-1,6,4,0,-1,0,265,97,1833,assuradeurs,vader overleden,zonder,zonder,broer/zwager man,zonder,broer/zwager man,militair,broer/zwager vrouw,lid gemeenteraad eld,oom/neef man,26,24,104052,ongehuwd,Z-Holl. steden,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,362,1,6,4,11,1,12,3,4,assuradeurs,44120,36,https://adamlink.nl/geo/district/buurt-ll/116,LL,"POLYGON((4.884287 52.375964,4.887764 52.374734,4.88796 52.374901,4.889333 52.37453,4.888793 52.373206,4.888539 52.372223,4.882941 52.372422,4.882965 52.372725,4.883129 52.374036,4.883228 52.374843,4.883755 52.375412,4.884287 52.375964))",LL171,11701.0,,,,ll,Heerengracht,,212.0,,ll,171.0,,LL171,e,3749.0,,e3749,POINT (120920.146761333 487331.544594689),11701.0
79,1,104101,B,261,35,Overijssel steden,WARENHANDEL,koopman,als in bev.register,Ned. Israelitisch,gehuwd,29,Ned. Israelitisch,Overijssel steden,3,5,0,-1,0,107,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,226,1,5,5,10,6,61,3,3,koopman,41025,2,https://adamlink.nl/geo/district/buurt-b/136,B,"POLYGON((4.892234 52.369078,4.892829 52.369146,4.893864 52.369211,4.894215 52.369292,4.894281 52.369432,4.894484 52.370044,4.894734 52.370853,4.895271 52.371391,4.895855 52.371864,4.89691 52.371489,4.898741 52.371036,4.895434 52.367454,4.894771 52.367217,4.894265 52.3672,4.893863 52.367341,4.892267 52.368814,4.892234 52.369078))",B261,5097.0,,,,B,Oudezijds Achterburgwal,,223.0,,B,261.0,,B261,G,2529.0,,G2529,POINT (121499.808419058 486964.578181511),5097.0
80,1,104201,BB,423,31,ov. buitenland,CHEM BEDR,apotheker,als in bev.register,Rooms Katholiek,ongehuwd,-1,-1,-1,0,2,0,-1,68,98,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,4,4,3,3,2,23,3,3,apotheker,6710,27,https://adamlink.nl/geo/district/buurt-bb/126,BB,"POLYGON((4.889451 52.364267,4.892446 52.363845,4.891854 52.362174,4.891657 52.362207,4.890424 52.358812,4.889798 52.358598,4.888972 52.358564,4.888463 52.358879,4.888186 52.359414,4.887847 52.359911,4.887166 52.360195,4.886376 52.36026,4.885574 52.360226,4.885228 52.360338,4.886167 52.361116,4.88637 52.361264,4.886631 52.361399,4.886772 52.361492,4.886845 52.36156,4.887767 52.362674,4.887952 52.362607,4.889451 52.364267))",BB423,18199.0,,,,bb,Prinsengracht,,578.0,,bb,423.0,,BB423,i,2751.0,,i2751,POINT (121023.996630503 486173.595654641),18199.0
81,1,104251,LL,382,41,Amsterdam,243,factor,als in bev.register,Doopsgezind,gehuwd,39,Rooms Katholiek,Belgie,4,2,2,ander familielid,0,129,19,1841,makelaar,vader overleden,factor,makelaar,broer/zwager man,convooiloper,oom/neef man,advocaat,oom/neef man,fabrikanten,geen familie,28,26,104252,ongehuwd,Belgie,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,148,1,5,2,10,6,69,2,4,factor,-1,36,https://adamlink.nl/geo/district/buurt-ll/116,LL,"POLYGON((4.884287 52.375964,4.887764 52.374734,4.88796 52.374901,4.889333 52.37453,4.888793 52.373206,4.888539 52.372223,4.882941 52.372422,4.882965 52.372725,4.883129 52.374036,4.883228 52.374843,4.883755 52.375412,4.884287 52.375964))",LL382,11922.0,,,,ll,Leliegracht,,15.0,,ll,382.0,,LL382,e,3710.0,,e3710,POINT (120925.147386339 487567.314803262),11922.0
82,1,104301,E,26,45,Amsterdam,WARENHANDEL,winkelier,als in bev.register,Port. Israelitisch,gehuwd,33,Nederlands Hervormd,ov. Groningen,4,3,0,-1,156,124,183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104302,ongehuwd,ov. Groningen,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,463,5,5,5,9,2,22,3,4,winkelier,41030,5,https://adamlink.nl/geo/district/buurt-e/130,E,"POLYGON((4.893517 52.372645,4.893478 52.372565,4.893131 52.372128,4.89251 52.370276,4.892263 52.369256,4.892234 52.369078,4.890971 52.36896,4.889363 52.368755,4.889358 52.369257,4.889483 52.369665,4.890601 52.371134,4.890721 52.371456,4.890619 52.372546,4.891511 52.37275,4.892183 52.372806,4.892769 52.372774,4.893517 52.372645))",E26,3246.0,,,,E,Kalverstraat,,47.0,,E,26.0,,E26,F,3557.0,,F3557,POINT (121275.951453808 487142.820794479),3246.0
83,1,104351,TT,493,38,Amsterdam,WARENHANDEL,tabakskoopman,als in bev.register,Evangelisch Luthers,gehuwd,26,Evangelisch Luthers,Amsterdam,2,2,0,-1,60,48,29,1849,vader overleden,kruidenier,tabakskoopman,ambtenaar,broer/zwager man,timmerman,geen familie,zonder,geen familie,commissionair,geen familie,33,22,104352,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,137,4,3,3,6,6,61,2,3,tabakskoopman,41025,44,https://adamlink.nl/geo/district/buurt-tt/105,TT,"POLYGON((4.888458 52.380482,4.890866 52.38329,4.891042 52.388538,4.891546 52.388752,4.891191 52.389573,4.890855 52.389832,4.89023 52.389943,4.890056 52.390039,4.890237 52.390485,4.891095 52.390391,4.891702 52.390175,4.891977 52.389881,4.893515 52.385879,4.894132 52.385919,4.894378 52.384878,4.89407 52.384756,4.894266 52.383798,4.894121 52.383579,4.89431 52.383202,4.897594 52.380814,4.896846 52.380396,4.894279 52.378804,4.889932 52.379655,4.888458 52.380482))",TT493,6585.0,,,,tt,Haarlemmerstraat,,94.0,,tt,493.0,,TT493,d,6261.0,,d6261,POINT (121230.721399535 488189.927841221),6585.0
84,1,104401,SS,93,48,Amsterdam,KLEDINGP,ambachtsman,als in bev.register,Nederlands Hervormd,gehuwd,50,Evangelisch Luthers,Amsterdam,0,2,0,-1,239,17,4,1827,ambachtsman,vader overleden,ambachtsman,zonder,oom/neef vrouw,ambachtsman,geen familie,ambachtsman,geen familie,stadhuisambtenaar,stadhuisambtenaar,22,24,104402,weduwe,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,260,5,2,2,4,2,21,3,4,ambachtsman,99999,43,https://adamlink.nl/geo/district/buurt-ss/118,SS,"POLYGON((4.888458 52.380482,4.889932 52.379655,4.894279 52.378804,4.891379 52.376365,4.886251 52.378083,4.888458 52.380482))",SS93,6760.0,,,,ss,Blaauwburgwal,,4.0,,ss,93.0,,SS93,f,644.0,,f644,POINT (121205.561034514 487757.200553366),6760.0
85,1,104451,CC,8,61,Amsterdam,258,boekhouder,als in bev.register,Nederlands Hervormd,gehuwd,69,Nederlands Hervormd,Amsterdam,0,1,0,-1,52,74,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,141,4,4,2,3,3,32,2,6,boekhouder,33110,28,https://adamlink.nl/geo/district/buurt-cc/125,CC,"POLYGON((4.881141 52.363469,4.886428 52.365963,4.889451 52.364267,4.887952 52.362607,4.887767 52.362674,4.886845 52.36156,4.886772 52.361492,4.886631 52.361399,4.88637 52.361264,4.886167 52.361116,4.885228 52.360338,4.884879 52.360676,4.884723 52.361209,4.884438 52.361467,4.883967 52.361699,4.883473 52.361727,4.882573 52.361716,4.881868 52.361883,4.881719 52.362022,4.881617 52.362259,4.881614 52.362516,4.881593 52.362772,4.88156 52.362984,4.881366 52.363269,4.881141 52.363469))",CC8,16216.0,,,,cc,Leidschestraat,,49.0,,cc,8.0,,CC8,i,1835.0,,i1835,POINT (120848.596605888 486528.914324707),16216.0
86,1,104501,C,260,74,Amsterdam,BOEKDRUKKERY,ambachtsman,als in bev.register,Nederlands Hervormd,gehuwd,64,Nederlands Hervormd,Amsterdam,0,0,1,geen familie,67,40,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,130,4,3,3,3,2,21,2,7,ambachtsman,99999,3,https://adamlink.nl/geo/district/buurt-c/141,C,"POLYGON((4.900106 52.372517,4.900397 52.372436,4.900723 52.372217,4.901212 52.370906,4.901358 52.370555,4.901539 52.370337,4.901948 52.370135,4.901598 52.37002,4.900876 52.369511,4.898259 52.367379,4.896161 52.367484,4.895434 52.367454,4.898741 52.371036,4.900106 52.372517))",C260,19880.0,,,,c,Nieuwe Hoogstraat,,20.0,,c,260.0,,C260,g,3079.0,,g3079,POINT (121810.486195006 487085.596058097),19880.0
87,1,104551,CC,45,48,Amsterdam,VERKEERSWEZEN,240,als in bev.register,Rooms Katholiek,weduwnaar,-1,-1,-1,3,1,0,-1,0,50,72,1831,korenmeter,zonder,240,korenmeter,vader man,zonder,vader vrouw,winkelier,geen familie,ambachtsman,geen familie,26,27,104552,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122,1,4,4,5,2,24,2,4,240,-1,28,https://adamlink.nl/geo/district/buurt-cc/125,CC,"POLYGON((4.881141 52.363469,4.886428 52.365963,4.889451 52.364267,4.887952 52.362607,4.887767 52.362674,4.886845 52.36156,4.886772 52.361492,4.886631 52.361399,4.88637 52.361264,4.886167 52.361116,4.885228 52.360338,4.884879 52.360676,4.884723 52.361209,4.884438 52.361467,4.883967 52.361699,4.883473 52.361727,4.882573 52.361716,4.881868 52.361883,4.881719 52.362022,4.881617 52.362259,4.881614 52.362516,4.881593 52.362772,4.88156 52.362984,4.881366 52.363269,4.881141 52.363469))",CC45,16254.0,,,,cc,Leidscheplein,,11.0,,cc,45.0,,CC45,i,3196.0,,i3196,POINT (120665.491420134 486342.894339985),16254.0
88,1,104601,LL,156,70,ov. N-Holl. steden,360,zonder,zonder beroep,Rooms Katholiek,weduwnaar,-1,-1,-1,2,6,1,geen familie,78,1264,0,1813,lid B en W,vader overleden,grondeigenaar,rentenier,broer/zwager man,rentenier,oom/neef man,lid B en W,broer/zwager vrouw,455,broer/zwager vrouw,30,18,104602,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1342,4,7,1,10,5,54,5,7,zonder,-2,36,https://adamlink.nl/geo/district/buurt-ll/116,LL,"POLYGON((4.884287 52.375964,4.887764 52.374734,4.88796 52.374901,4.889333 52.37453,4.888793 52.373206,4.888539 52.372223,4.882941 52.372422,4.882965 52.372725,4.883129 52.374036,4.883228 52.374843,4.883755 52.375412,4.884287 52.375964))",LL156,11686.0,,,,ll,Heerengracht,,182.0,,ll,156.0,,LL156,e,3734.0,,e3734,POINT (120925.239990505 487431.649698957),11686.0
89,1,104651,RR,140,52,Drenthe steden,CHEM BEDR,apotheker,als in bev.register,Nederlands Hervormd,gehuwd,45,Nederlands Hervormd,Amsterdam,3,3,0,-1,34,67,83,1832,ambachtsman,koopvaardijkapitein,apotheker,koopvaardijkapitein,vader vrouw,koopman,geen familie,apotheker,geen familie,apotheker,geen familie,31,24,104652,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,184,3,4,4,8,2,23,2,5,apotheker,6710,42,https://adamlink.nl/geo/district/buurt-rr/117,RR,"POLYGON((4.884287 52.375964,4.885047 52.376754,4.886043 52.377868,4.886251 52.378083,4.891379 52.376365,4.889333 52.37453,4.88796 52.374901,4.887764 52.374734,4.884287 52.375964))",RR140,7400.0,,,,rr,Prinsenstraat,,13.0,,rr,140.0,,RR140,d,5350.0,,d5350,POINT (120937.35160959 487883.155124312),7400.0
90,1,104701,KK,593,33,Amsterdam,WARENHANDEL,koopman,als in bev.register,Evangelisch Luthers,gehuwd,35,Gereformeerd,Amsterdam,6,1,0,-1,43,51,40,1843,vader overleden,vader overleden,koopman,winkelier,broer/zwager man,werklieden,oom/neef man,ambachtsman,geen familie,ambachtsman,geen familie,22,24,104702,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,134,3,4,3,9,6,61,2,3,koopman,41025,35,https://adamlink.nl/geo/district/buurt-kk/115,KK,"POLYGON((4.882941 52.372422,4.888539 52.372223,4.887838 52.368759,4.886767 52.368804,4.882657 52.368947,4.882838 52.371115,4.882941 52.372422))",KK593,13112.0,,,,kk,Hartenstraat,,35.0,,kk,593.0,,KK593,e,3821.0,,e3821,POINT (120831.746969727 487273.856733839),13112.0
