WKT,nummer
"POINT (122361.324795755 486821.767513708)",26292
"POINT (122364.514657568 486825.722942356)",26293
"POINT (122367.959708326 486829.678371004)",26294
"POINT (122372.553109337 486834.654555432)",26295
"POINT (122377.465496528 486839.566942624)",26296
"POINT (122380.719155578 486842.820601673)",26297
"POINT (122384.483192517 486846.45704414)",26298
"POINT (122387.16267644 486849.391717007)",26299
"POINT (122390.480132725 486852.964362238)",26300
"POINT (122393.861386247 486856.600804705)",26301
"POINT (122396.221883988 486859.088896919)",26302
"POINT (122399.09275962 486861.95977255)",26303
"POINT (122402.601607614 486865.468620545)",26304
"POINT (122405.791469427 486868.658482358)",26305
"POINT (122408.088169932 486871.210371808)",26306
"POINT (122410.767653855 486873.889855731)",26307
"POINT (122417.274971954 486880.269579357)",26308
"POINT (122425.441018195 486888.435625598)",26309
"POINT (122429.141257898 486892.391054246)",26310
"POINT (122432.139728002 486895.644713295)",26311
"POINT (122435.648575996 486899.408750234)",26312
"POINT (122439.731599117 486902.853800992)",26313
"POINT (122442.857663693 486906.745432404)",26314
"POINT (122446.175119979 486909.935294217)",26315
"POINT (122449.04599561 486913.061358794)",26316
"POINT (122452.172060187 486916.442612315)",26317
"POINT (122455.042935819 486919.313487947)",26318
"POINT (122458.360392104 486922.886133177)",26319
"POINT (122461.486456681 486926.012197754)",26320
"POINT (122464.22973784 486929.521045748)",26321
"POINT (122467.164410708 486932.583313089)",26322
"POINT (122470.673258702 486935.96456661)",26323
"POINT (122473.863120515 486938.899239478)",26324
"POINT (122476.797793383 486942.599479181)",26325
"POINT (122481.263599921 486946.810096774)",26326
"POINT (122485.346623042 486951.403497785)",26327
"POINT (122489.174457217 486955.103737488)",26328
"POINT (122491.981535612 486958.293599301)",26329
"POINT (122495.873167024 486962.185230713)",26330
"POINT (122499.445812255 486965.63028147)",26331
"POINT (122501.870107233 486968.820143283)",26332
"POINT (122504.421996683 486971.372032734)",26333
"POINT (122506.718697188 486973.413544294)",26334
"POINT (122509.780964529 486976.475811634)",26335
"POINT (122512.588042924 486979.665673447)",26336
"POINT (122515.905499209 486982.983129733)",26337
"POINT (122518.776374841 486985.854005364)",26338
"POINT (122521.136872583 486988.342097579)",26339
"POINT (122524.326734395 486992.042337282)",26340
"POINT (122527.963176862 486995.933968693)",26341
"POINT (122530.578863549 486999.187627742)",26342
"POINT (122534.661886669 487003.015461918)",26343
"POINT (122538.2345319 487006.715701621)",26344
"POINT (122541.169204768 487010.033157906)",26345
"POINT (122544.422863817 487014.179978263)",26346
"POINT (122535.68264245 487015.136936807)",26347
"POINT (122531.663416565 487012.266061175)",26348
"POINT (122527.963176862 487009.203793835)",26349
"POINT (122513.927784885 487001.548125484)",26350
"POINT (122510.163747946 486998.932438797)",26351
"POINT (122506.208319298 486996.635738292)",26352
"POINT (122501.168337634 486994.020051605)",26353
"POINT (122498.297462002 486991.914742809)",26354
"POINT (122494.597222299 486989.490447831)",26355
"POINT (122491.534954959 486987.704125216)",26356
"POINT (122488.472687618 486985.790208128)",26357
"POINT (122485.091434096 486983.429710386)",26358
"POINT (122482.794733591 486981.898576716)",26359
"POINT (122479.987655196 486980.239848574)",26360
"POINT (122477.308171273 486978.836309376)",26361
"POINT (122474.054512224 486976.093028217)",26362
"POINT (122470.290475285 486974.115313893)",26363
"POINT (122467.29200518 486972.137599569)",26364
"POINT (122464.803912966 486970.032290772)",26365
"POINT (122461.103673263 486967.735590267)",26366
"POINT (122458.232797632 486966.013064888)",26367
"POINT (122454.213571747 486963.780161619)",26368
"POINT (122449.620170737 486960.717894278)",26369
"POINT (122445.281958671 486957.783221411)",26370
"POINT (122441.581718968 486955.486520905)",26371
"POINT (122437.945276502 486952.870834219)",26372
"POINT (122434.883009161 486950.574133713)",26373
"POINT (122431.437958403 486948.660216626)",26374
"POINT (122428.694677244 486946.554907829)",26375
"POINT (122426.142787794 486944.640990741)",26376
"POINT (122419.444077987 486940.238981439)",26377
"POINT (122411.597017927 486935.326594248)",26378
"POINT (122408.47095335 486933.348879924)",26379
"POINT (122405.344888773 486931.498760072)",26380
"POINT (122402.218824197 486929.776234693)",26381
"POINT (122398.709976203 486927.288142479)",26382
"POINT (122395.264925445 486924.991441974)",26383
"POINT (122391.628482978 486922.50334976)",26384
"POINT (122387.16267644 486920.206649254)",26385
"POINT (122383.781422918 486917.846151513)",26386
"POINT (122378.677644017 486914.401100755)",26387
"POINT (122373.191081699 486910.828455524)",26388
"POINT (122369.044261342 486908.34036331)",26389
"POINT (122365.981994002 486906.043662805)",26390
"POINT (122363.174915607 486904.640123607)",26391
"POINT (122359.091892486 486901.833045212)",26392
"POINT (122354.881274893 486899.281155762)",26393
"POINT (122350.798251772 486896.346482894)",26394
"POINT (122345.822067344 486893.284215553)",26395
"POINT (122341.866638696 486890.349542685)",26396
"POINT (122337.911210048 486887.797653235)",26397
"POINT (122332.743633911 486884.671588658)",26398
"POINT (122328.660610791 486881.609321318)",26399
"POINT (122322.280887165 486877.271109252)",26400
"POINT (122313.923449215 486872.103533115)",26401
"POINT (122308.37308966 486868.594685121)",26402
"POINT (122301.482988145 486864.511662001)",26403
"POINT (122295.167061755 486860.747625061)",26404
"POINT (122290.382269036 486857.87674943)",26405
"POINT (122287.383798931 486855.899035106)",26406
"POINT (122284.385328827 486854.048915254)",26407
"POINT (122281.131669778 486851.688417513)",26408
"POINT (122286.171651443 486843.841357453)",26409
"POINT (122289.425310492 486845.946666249)",26410
"POINT (122292.232388887 486848.115772282)",26411
"POINT (122295.4222507 486850.284878315)",26412
"POINT (122298.293126332 486852.007403694)",26413
"POINT (122301.355393672 486854.176509727)",26414
"POINT (122308.819670314 486843.905154689)",26415
"POINT (122305.82120021 486841.927440365)",26416
"POINT (122302.695135633 486839.949726041)",26417
"POINT (122299.824260002 486837.972011717)",26418
"POINT (122296.315412008 486835.866702921)",26419
"POINT (122293.189347431 486834.016583069)",26420
"POINT (122288.914932602 486828.21103457)",26421
"POINT (122287.192407223 486831.209504674)",26422
"POINT (122285.150895662 486834.144177542)",26423
"POINT (122281.642047668 486837.908214481)",26424
"POINT (122280.047116762 486842.055034838)",26425
"POINT (122276.219282586 486848.434758464)",26426
"POINT (122272.774231828 486845.882869013)",26427
"POINT (122270.413734087 486844.415532579)",26428
"POINT (122267.606655691 486842.884398909)",26429
"POINT (122263.396038098 486839.822131569)",26430
"POINT (122259.823392868 486837.525431063)",26431
"POINT (122252.997088588 486833.251016234)",26432
"POINT (122245.341420237 486828.402426278)",26433
"POINT (122238.770304902 486824.128011449)",26434
"POINT (122229.647300118 486817.939679532)",26435
"POINT (122220.141511915 486812.00653656)",26436
"POINT (122214.527355124 486808.178702384)",26437
"POINT (122208.97699557 486804.031882028)",26438
"POINT (122204.574986268 486801.543789813)",26439
"POINT (122200.428165911 486798.800508654)",26440
"POINT (122196.472737263 486796.121024731)",26441
"POINT (122192.070727961 486793.888121462)",26442
"POINT (122189.19985233 486791.655218193)",26443
"POINT (122185.882396044 486789.868895578)",26444
"POINT (122180.714819907 486786.998019947)",26445
"POINT (122148.752404542 486762.691272932)",26446
"POINT (122180.523428198 486735.386055814)",26447
"POINT (122139.119021867 486752.419917895)",26448
"POINT (122193.857050577 486835.228730558)",26449
"POINT (122196.791723444 486829.869762712)",26450
"POINT (122200.10917973 486824.510794867)",26451
"POINT (122204.766377977 486817.812085059)",26452
"POINT (122210.954709894 486821.958905416)",26453
"POINT (122213.761788289 486823.745228031)",26454
"POINT (122219.694931261 486827.764453916)",26455
"POINT (122226.648830013 486832.038868745)",26456
"POINT (122231.81640615 486835.420122267)",26457
"POINT (122236.60119887 486838.163403426)",26458
"POINT (122240.748019226 486840.906684585)",26459
"POINT (122243.682692094 486843.075790618)",26460
"POINT (122247.127742852 486844.989707706)",26461
"POINT (122251.019374264 486847.98817781)",26462
"POINT (122256.633531055 486851.05044515)",26463
"POINT (122261.226932065 486854.11271249)",26464
"POINT (122264.671982823 486856.537007468)",26465
"POINT (122268.436019763 486859.4078831)",26466
"POINT (122271.817273284 486861.513191896)",26467
"POINT (122276.027890877 486863.937486874)",26468
"POINT (122279.983319525 486866.489376325)",26469
"POINT (122283.364573047 486868.339496176)",26470
"POINT (122287.256204459 486870.82758839)",26471
"POINT (122291.530619288 486873.570869549)",26472
"POINT (122294.784278337 486876.058961763)",26473
"POINT (122298.356923568 486878.355662269)",26474
"POINT (122287.830379585 486892.710040427)",26475
"POINT (122300.526029601 486897.877616564)",26476
"POINT (122308.181697952 486883.842224587)",26477
"POINT (122312.009532127 486886.52170851)",26478
"POINT (122315.454582885 486889.07359796)",26479
"POINT (122318.899633643 486890.987515048)",26480
"POINT (122323.174048472 486893.603201734)",26481
"POINT (122327.065679884 486895.836105003)",26482
"POINT (122330.127947225 486897.877616564)",26483
"POINT (122334.019578636 486900.748492195)",26484
"POINT (122338.166398993 486903.619367827)",26485
"POINT (122340.463099498 486905.150501497)",26486
"POINT (122343.716758548 486907.255810294)",26487
"POINT (122346.268647998 486908.786943964)",26488
"POINT (122349.586104283 486911.083644469)",26489
"POINT (122353.477735695 486913.316547738)",26490
"POINT (122357.560758816 486915.996031661)",26491
"POINT (122362.281754299 486918.675515584)",26492
"POINT (122365.726805057 486921.099810562)",26493
"POINT (122369.746030941 486923.587902776)",26494
"POINT (122374.339431952 486926.777764589)",26495
"POINT (122379.634602561 486930.796990473)",26496
"POINT (122384.100409099 486933.604068869)",26497
"POINT (122387.992040511 486935.836972138)",26498
"POINT (122391.24569956 486938.069875407)",26499
"POINT (122393.925183483 486939.728603549)",26500
"POINT (122397.178842532 486941.833912346)",26501
"POINT (122400.62389329 486944.130612851)",26502
"POINT (122405.217294301 486947.320474664)",26503
"POINT (122399.475543037 486955.614115378)",26504
"POINT (122396.987450823 486959.760935734)",26505
"POINT (122415.361054866 486954.146778944)",26506
"POINT (122421.230400602 486957.336640757)",26507
"POINT (122426.589368447 486960.909285987)",26508
"POINT (122431.374161167 486964.545728454)",26509
"POINT (122436.477940067 486967.735590267)",26510
"POINT (122440.624760424 486970.096088008)",26511
"POINT (122443.878419473 486972.201396805)",26512
"POINT (122447.195875759 486973.98771942)",26513
"POINT (122450.513332044 486976.53960887)",26514
"POINT (122454.277368984 486978.900106612)",26515
"POINT (122457.722419742 486980.941618172)",26516
"POINT (122460.784687082 486982.983129733)",26517
"POINT (122464.102143367 486984.89704682)",26518
"POINT (122467.419599653 486987.576530743)",26519
"POINT (122471.311231065 486989.809434012)",26520
"POINT (122475.968429311 486992.807904116)",26521
"POINT (122480.306641377 486995.487388039)",26522
"POINT (122484.708650679 486998.358263671)",26523
"POINT (122488.664079327 487001.292936539)",26524
"POINT (122492.491913502 487003.844825989)",26525
"POINT (122496.893922804 487006.588107148)",26526
"POINT (122501.997701705 487009.522780016)",26527
"POINT (122507.165277842 487012.776439065)",26528
"POINT (122532.747969581 487030.320679036)",26529
"POINT (122644.080177126 487121.044160425)",26530
"POINT (122639.74196506 487123.723644348)",26531
"POINT (122636.105522594 487125.573764199)",26532
"POINT (122632.851863544 487127.168695105)",26533
"POINT (122624.111642177 487131.18792099)",26534
"POINT (122597.061614003 487147.137230054)",26535
"POINT (122589.852526306 487150.901266994)",26536
"POINT (122584.046977807 487154.282520515)",26537
"POINT (122578.87940167 487156.770612729)",26538
"POINT (122572.882461461 487160.215663487)",26539
"POINT (122567.842479797 487162.831350174)",26540
"POINT (122562.228323006 487165.766023042)",26541
"POINT (122556.167585562 487169.019682091)",26542
"POINT (122551.063806661 487171.954354959)",26543
"POINT (122546.087622233 487174.761433354)",26544
"POINT (122541.685612931 487176.994336623)",26545
"POINT (122537.666387047 487179.09964542)",26546
"POINT (122513.74242345 487191.284917545)",26547
"POINT (122499.579437 487201.875258764)",26548
"POINT (122495.049833226 487204.235756506)",26549
"POINT (122490.647823924 487206.72384872)",26550
"POINT (122484.778478188 487209.913710533)",26551
"POINT (122479.355713106 487212.912180637)",26552
"POINT (122474.315731442 487215.655461796)",26553
"POINT (122470.232708321 487217.441784411)",26554
"POINT (122466.022090728 487220.121268334)",26555
"POINT (122462.321851025 487222.545563312)",26556
"POINT (122457.537058306 487225.161249998)",26557
"POINT (122452.305684933 487227.968328394)",26558
"POINT (122446.882919851 487230.966798498)",26559
"POINT (122441.013574115 487234.539443728)",26560
"POINT (122436.356375868 487237.155130415)",26561
"POINT (122427.233371083 487241.684734189)",26562
"POINT (122416.260246447 487248.574835705)",26563
"POINT (122407.711416788 487253.295831188)",26564
"POINT (122375.940393131 487301.654136272)",26565
"POINT (122345.190125255 487335.721860435)",26566
"POINT (122308.506714406 487331.957823495)",26567
"POINT (122305.316852593 487335.020090836)",26568
"POINT (122302.12699078 487338.082358176)",26569
"POINT (122298.937128967 487341.017031044)",26570
"POINT (122295.874861627 487343.186137077)",26571
"POINT (122293.067783232 487345.738026527)",26572
"POINT (122289.239949056 487349.183077285)",26573
"POINT (122285.603506589 487352.564330807)",26574
"POINT (122282.094658595 487355.945584328)",26575
"POINT (122278.075432711 487359.199243378)",26576
"POINT (122274.694179189 487362.580496899)",26577
"POINT (122269.39900858 487366.982506201)",26578
"POINT (122265.507377168 487371.25692103)",26579
"POINT (122260.977773394 487375.276146915)",26580
"POINT (122255.873994493 487379.741953453)",26581
"POINT (122249.558068103 487385.547501952)",26582
"POINT (122242.986952769 487392.118617287)",26583
"POINT (122237.819376632 487396.648221061)",26584
"POINT (122232.970786676 487401.241622072)",26585
"POINT (122228.313588429 487404.750470066)",26586
"POINT (122218.871597463 487413.682083142)",26587
"POINT (122214.15060198 487417.892700735)",26588
"POINT (122209.174417552 487422.103318328)",26589
"POINT (122205.027597195 487426.760516575)",26590
"POINT (122200.689385129 487430.333161806)",26591
"POINT (122195.458011756 487435.181751761)",26592
"POINT (122191.374988636 487439.009585937)",26593
"POINT (122186.653993153 487443.73058142)",26594
"POINT (122181.869200433 487447.877401777)",26595
"POINT (122177.14820495 487451.705235952)",26596
"POINT (122173.320370775 487455.533070128)",26597
"POINT (122169.81152278 487458.659134705)",26598
"POINT (122166.302674786 487461.912793754)",26599
"POINT (122162.666232319 487465.294047275)",26600
"POINT (122159.221181561 487468.994286978)",26601
"POINT (122154.372591606 487472.949715626)",26602
"POINT (122149.460204414 487477.862102818)",26603
"POINT (122144.803006167 487481.498545285)",26604
"POINT (122135.424812437 487491.64230585)",26605
"POINT (122129.74685841 487495.151153844)",26606
"POINT (122125.217254636 487500.063541036)",26607
"POINT (122121.517014933 487503.125808377)",26608
"POINT (122116.923613922 487507.33642597)",26609
"POINT (122112.840590802 487512.312610398)",26610
"POINT (122107.354028483 487517.161200354)",26611
"POINT (122103.526194308 487521.116629002)",26612
"POINT (122098.613807116 487525.518638303)",26613
"POINT (122093.510028215 487529.856850369)",26614
"POINT (122089.873585748 487533.748481781)",26615
"POINT (122084.068037249 487539.04365239)",26616
"POINT (122080.559189255 487530.558619968)",26617
"POINT (122078.198691513 487518.500942315)",26618
"POINT (122077.050341261 487512.376407634)",26619
"POINT (122075.646802063 487506.762250843)",26620
"POINT (122074.307060101 487502.743024959)",26621
"POINT (122074.115668393 487499.106582492)",26622
"POINT (122075.710599299 487494.321789773)",26623
"POINT (122077.433124678 487489.792185999)",26624
"POINT (122079.347041766 487484.560812625)",26625
"POINT (122081.516147799 487479.584628197)",26626
"POINT (122083.685253831 487475.246416132)",26627
"POINT (122085.152590265 487471.35478472)",26628
"POINT (122086.875115644 487467.845936726)",26629
"POINT (122088.789032732 487463.635319133)",26630
"POINT (122091.085733237 487457.893567869)",26631
"POINT (122092.425475199 487454.257125403)",26632
"POINT (122094.020406105 487449.982710573)",26633
"POINT (122095.551539775 487445.77209298)",26634
"POINT (122104.036572198 487455.022692238)",26635
"POINT (122106.907447829 487458.659134705)",26636
"POINT (122109.331742807 487461.97659099)",26637
"POINT (122112.01122673 487465.03885833)",26638
"POINT (122115.583871961 487468.356314616)",26639
"POINT (122118.454747592 487472.3755405)",26640
"POINT (122122.027392823 487475.055024423)",26641
"POINT (122125.089660163 487478.882858598)",26642
"POINT (122127.577752377 487481.370950813)",26643
"POINT (122130.448628009 487483.986637499)",26644
"POINT (122134.467853893 487470.908204066)",26645
"POINT (122131.022803135 487467.080369891)",26646
"POINT (122127.960535795 487463.635319133)",26647
"POINT (122124.962065691 487460.126471139)",26648
"POINT (122121.836001114 487457.000406562)",26649
"POINT (122119.284111664 487453.682950276)",26650
"POINT (122115.966655378 487449.982710573)",26651
"POINT (122102.250249583 487435.37314347)",26652
"POINT (122106.652258884 487431.481512058)",26653
"POINT (122111.054268186 487427.589880647)",26654
"POINT (122115.839060906 487423.315465817)",26655
"POINT (122120.87904257 487418.785862043)",26656
"POINT (122125.344849108 487414.702838922)",26657
"POINT (122130.2572363 487409.918046203)",26658
"POINT (122135.169623492 487405.643631374)",26659
"POINT (122140.082010684 487401.369216544)",26660
"POINT (122144.420222749 487397.286193424)",26661
"POINT (122149.01362376 487393.330764776)",26662
"POINT (122153.288038589 487389.439133364)",26663
"POINT (122158.200425781 487385.292313007)",26664
"POINT (122162.921421264 487380.571317524)",26665
"POINT (122167.451025039 487377.06246953)",26666
"POINT (122172.172020522 487372.979446409)",26667
"POINT (122177.275799423 487368.258450926)",26668
"POINT (122190.226638383 487381.592073304)",26669
"POINT (122193.097514015 487384.845732354)",26670
"POINT (122196.542564773 487388.290783111)",26671
"POINT (122199.923818294 487391.799631106)",26672
"POINT (122202.794693926 487395.3084791)",26673
"POINT (122206.175947448 487398.689732622)",26674
"POINT (122209.365809261 487402.007188907)",26675
"POINT (122211.534915293 487404.559078357)",26676
"POINT (122213.767818562 487407.429953989)",26677
"POINT (122218.807800227 487393.713548193)",26678
"POINT (122215.745532886 487390.268497435)",26679
"POINT (122212.236684892 487386.504460496)",26680
"POINT (122209.238214788 487382.740423557)",26681
"POINT (122206.367339156 487379.741953453)",26682
"POINT (122202.986085635 487376.871077821)",26683
"POINT (122199.860021058 487372.979446409)",26684
"POINT (122186.335006971 487358.561271015)",26685
"POINT (122189.907652202 487355.116220257)",26686
"POINT (122193.225108487 487352.181547389)",26687
"POINT (122196.670159245 487349.119280049)",26688
"POINT (122200.625587893 487345.546634818)",26689
"POINT (122205.027597195 487341.910192351)",26690
"POINT (122209.684795442 487337.763371995)",26691
"POINT (122213.512629617 487334.445915709)",26692
"POINT (122216.638694194 487331.447445605)",26693
"POINT (122220.530325606 487327.555814193)",26694
"POINT (122223.911579127 487324.557344089)",26695
"POINT (122228.441182902 487320.79330715)",26696
"POINT (122232.39661155 487316.965472974)",26697
"POINT (122237.053809797 487312.4358692)",26698
"POINT (122241.647210807 487308.480440552)",26699
"POINT (122246.049220109 487304.333620195)",26700
"POINT (122250.387432175 487300.50578602)",26701
"POINT (122256.065386202 487295.083020938)",26702
"POINT (122259.382842487 487296.486560135)",26703
"POINT (122262.636501536 487299.229841295)",26704
"POINT (122266.910916366 487302.611094816)",26705
"POINT (122271.504317376 487306.438928992)",26706
"POINT (122276.289110096 487310.075371459)",26707
"POINT (122281.32909176 487313.201436035)",26708
"POINT (122286.177681716 487316.774081266)",26709
"POINT (122290.133110364 487319.325970716)",26710
"POINT (122293.450566649 487321.367482276)",26711
"POINT (122297.087009116 487324.36595238)",26712
"POINT (122301.808004599 487327.555814193)",26713
"POINT (122694.161007589 487765.587638344)",26714
"POINT (122668.004140723 487729.478402622)",26715
"POINT (122555.210627018 487738.154826753)",26716
"POINT (122540.537262678 487735.730531775)",26717
"POINT (122562.611106424 487702.683563393)",26718
"POINT (122547.299769722 487676.654291)",26719
"POINT (122547.810147612 487672.826456825)",26720
"POINT (122548.448119974 487667.595083451)",26721
"POINT (122549.21368681 487663.512060331)",26722
"POINT (122550.362037062 487659.301442738)",26723
"POINT (122550.489631535 487654.8356362)",26724
"POINT (122531.733244075 487658.025498013)",26725
"POINT (122530.712488295 487662.108521133)",26726
"POINT (122529.181354624 487666.957111089)",26727
"POINT (122528.160598844 487672.826456825)",26728
"POINT (122532.371216437 487652.283746749)",26729
"POINT (122511.477642703 487710.922078042)",26730
"POINT (122657.89667534 487701.16491634)",26731
"POINT (122565.021484027 487687.65873506)",26732
"POINT (122540.17226929 487694.271673942)",26733
"POINT (122509.707970305 487739.152448036)",26734
"POINT (122499.387253885 487745.006561123)",26735
"POINT (122491.974368425 487745.318538343)",26736
"POINT (122479.570731502 487749.338932995)",26737
"POINT (122472.409892369 487749.720495458)",26738
"POINT (122360.659260452 487261.276022364)",26739
"POINT (122345.475518222 487252.98238165)",26740
"POINT (122339.606172487 487249.792519837)",26741
"POINT (122329.271020213 487244.050768574)",26742
"POINT (122324.932808147 487241.116095706)",26743
"POINT (122319.191056884 487237.288261531)",26744
"POINT (122521.045512406 487042.57909647)",26745
"POINT (122516.452111395 487047.044903008)",26746
"POINT (122512.62427722 487050.617548238)",26747
"POINT (122506.627337011 487056.231705029)",26748
"POINT (122499.864829968 487062.611428655)",26749
"POINT (122495.973198556 487065.992682177)",26750
"POINT (122490.933216892 487070.649880423)",26751
"POINT (122480.151483964 487064.971926396)",26752
"POINT (122483.532737486 487077.029604049)",26753
"POINT (122478.811742003 487080.985032697)",26754
"POINT (122474.409732701 487085.004258582)",26755
"POINT (122459.544976653 487081.62300506)",26756
"POINT (122470.518101289 487088.640701048)",26757
"POINT (122467.77482013 487091.00119879)",26758
"POINT (122464.393566608 487093.744479949)",26759
"POINT (122460.565732433 487096.806747289)",26760
"POINT (122450.294377395 487104.526212877)",26761
"POINT (122446.211354275 487107.71607469)",26762
"POINT (122441.617953264 487111.543908865)",26763
"POINT (122429.305086666 487123.346397573)",26764
"POINT (122420.245879117 487131.257254869)",26765
"POINT (122393.451039889 487154.09666545)",26766
"POINT (122390.133583603 487156.6485549)",26767
"POINT (122385.986763247 487161.560942092)",26768
"POINT (122366.911389605 487178.594804173)",26769
"POINT (122363.402541611 487181.72086875)",26770
"POINT (122360.723057688 487184.145163727)",26771
"POINT (122424.775482892 487127.748406875)",26772
"POINT (122327.10191418 487229.887782125)",26773
"POINT (122336.9904858 487241.690270833)",26774
"POINT (122332.141895844 487225.230583878)",26775
"POINT (122334.693785295 487222.933883373)",26776
"POINT (122347.963610436 487231.482713031)",26777
"POINT (122346.687665711 487225.996150713)",26778
"POINT (122339.159591833 487218.850860252)",26779
"POINT (122342.668439827 487215.46960673)",26780
"POINT (122345.85830164 487212.790122807)",26781
"POINT (122349.558541343 487209.983044412)",26782
"POINT (122361.935205177 487221.976924829)",26783
"POINT (122365.188864226 487225.35817835)",26784
"POINT (122367.740753677 487228.675634636)",26785
"POINT (122370.484034836 487231.67410474)",26786
"POINT (122400.59633035 487246.219874607)",26787
"POINT (122394.79078185 487239.648759272)",26788
"POINT (122391.090542147 487235.438141679)",26789
"POINT (122385.476385356 487229.186012526)",26790
"POINT (122380.053620275 487223.508058499)",26791
"POINT (122376.608569517 487219.935413268)",26792
"POINT (122374.567057956 487217.383523818)",26793
"POINT (122372.078965742 487214.257459241)",26794
"POINT (122369.335684583 487211.514178082)",26795
"POINT (122366.337214479 487207.877735616)",26796
"POINT (122359.447112963 487200.222067265)",26797
"POINT (122363.147352666 487196.649422034)",26798
"POINT (122365.763039353 487194.033735347)",26799
"POINT (122368.570117748 487191.992223787)",26800
"POINT (122371.568587852 487189.248942628)",26801
"POINT (122377.05515017 487184.655541617)",26802
"POINT (122382.605509725 487180.125937843)",26803
"POINT (122387.326505208 487175.91532025)",26804
"POINT (122392.74927029 487171.130527531)",26805
"POINT (122403.339611509 487183.507191365)",26806
"POINT (122395.620145922 487168.514840844)",26807
"POINT (122398.172035372 487166.218140339)",26808
"POINT (122413.03679142 487176.234306431)",26809
"POINT (122402.191261256 487162.709292345)",26810
"POINT (122405.444920305 487160.22120013)",26811
"POINT (122409.46414619 487156.712352136)",26812
"POINT (122412.972994184 487168.387246372)",26813
"POINT (122415.780072579 487171.577108185)",26814
"POINT (122428.667114303 487175.40494236)",26815
"POINT (122415.58868087 487151.991356653)",26816
"POINT (122420.309676354 487147.78073906)",26817
"POINT (122424.201307765 487144.016702121)",26818
"POINT (122428.475722595 487140.380259654)",26819
"POINT (122432.750137424 487136.743817187)",26820
"POINT (122437.215943962 487133.426360902)",26821
"POINT (122441.490358791 487129.662323963)",26822
"POINT (122445.764773621 487125.898287023)",26823
"POINT (122450.613363576 487121.942858375)",26824
"POINT (122454.760183933 487117.923632491)",26825
"POINT (122459.41738218 487113.521623189)",26826
"POINT (122463.946985954 487118.306415909)",26827
"POINT (122466.116091987 487120.985899832)",26828
"POINT (122469.433548273 487124.048167172)",26829
"POINT (122471.921640487 487127.174231749)",26830
"POINT (122467.711022894 487137.764572968)",26831
"POINT (122475.558082953 487131.57624105)",26832
"POINT (122470.900884707 487143.123540813)",26833
"POINT (122473.388976921 487141.018232017)",26834
"POINT (122479.641106074 487136.042047589)",26835
"POINT (122482.767170651 487139.42330111)",26836
"POINT (122477.408202805 487144.144296593)",26837
"POINT (122474.537327173 487146.377199862)",26838
"POINT (122477.727188986 487151.225789818)",26839
"POINT (122487.296774425 487144.463282775)",26840
"POINT (122490.550433474 487147.716941824)",26841
"POINT (122481.618820398 487155.500204647)",26842
"POINT (122485.765640755 487160.029808422)",26843
"POINT (122494.761051067 487153.458693087)",26844
"POINT (122498.269899061 487156.712352136)",26845
"POINT (122502.416719418 487160.859172493)",26846
"POINT (122505.734175704 487164.814601141)",26847
"POINT (122508.477456863 487168.06826019)",26848
"POINT (122511.284535258 487171.385716476)",26849
"POINT (122514.283005362 487174.639375525)",26850
"POINT (122529.466747592 487171.321919239)",26851
"POINT (122526.340683015 487168.323449135)",26852
"POINT (122523.406010147 487165.133587322)",26853
"POINT (122521.236904115 487162.96448129)",26854
"POINT (122518.876406373 487160.603983548)",26855
"POINT (122516.70730034 487158.17968857)",26856
"POINT (122513.964019181 487155.691596356)",26857
"POINT (122510.837954604 487152.055153889)",26858
"POINT (122507.32910661 487148.418711423)",26859
"POINT (122504.585825451 487145.675430264)",26860
"POINT (122486.595004826 487125.387909133)",26861
"POINT (122483.596534722 487122.006655612)",26862
"POINT (122480.917050799 487119.709955106)",26863
"POINT (122478.046175168 487116.711485002)",26864
"POINT (122475.558082953 487114.223392788)",26865
"POINT (122473.069990739 487110.842139266)",26866
"POINT (122468.604184201 487106.121143783)",26867
"POINT (122473.644165866 487101.463945536)",26868
"POINT (122477.408202805 487098.210286487)",26869
"POINT (122490.486636238 487112.3094757)",26870
"POINT (122482.256792761 487094.254857839)",26871
"POINT (122487.615760606 487090.171834719)",26872
"POINT (122491.698783727 487086.599189488)",26873
"POINT (122496.292184737 487082.898949785)",26874
"POINT (122500.375207858 487079.198710082)",26875
"POINT (122504.394433742 487075.817456561)",26876
"POINT (122508.477456863 487072.24481133)",26877
"POINT (122512.943263401 487068.416977155)",26878
"POINT (122517.600461648 487064.270156798)",26879
"POINT (122521.747282005 487060.888903276)",26880
"POINT (122526.149291306 487057.252460809)",26881
"POINT (122530.487503372 487053.807410051)",26882
"POINT (122536.548240816 487048.384644969)",26883
"POINT (122547.074784799 487038.240884404)",26884
"POINT (122550.328443848 487039.963409783)",26885
"POINT (122553.645900134 487042.260110289)",26886
"POINT (122556.835761947 487044.301621849)",26887
"POINT (122559.706637578 487046.1517417)",26888
"POINT (122562.832702155 487048.384644969)",26889
"POINT (122566.532941858 487050.170967585)",26890
"POINT (122569.722803671 487051.9572902)",26891
"POINT (122578.144038857 487057.826635936)",26892
"POINT (122573.614435083 487061.590672875)",26893
"POINT (122570.360776034 487064.333954034)",26894
"POINT (122567.426103166 487066.885843484)",26895
"POINT (122556.389181293 487060.187133677)",26896
"POINT (122552.242360936 487063.568387199)",26897
"POINT (122548.924904651 487066.375465594)",26898
"POINT (122544.969476003 487069.310138462)",26899
