"lp","straaturi","year"
100773,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100774,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100775,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100776,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100777,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100778,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100779,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100780,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100781,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100782,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100783,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100784,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100785,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100786,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100787,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100788,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100789,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100790,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100791,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100792,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100793,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100794,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100795,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100796,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100798,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100799,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100800,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100801,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100803,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
100804,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
100805,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
100806,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
100807,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100808,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100809,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100810,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100811,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100812,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100813,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100814,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100815,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100816,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100817,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100818,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
100819,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100820,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100821,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100822,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100823,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100824,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100825,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100826,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100828,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
100829,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100830,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100831,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100832,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100833,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100834,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100835,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100836,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100837,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100838,"https://adamlink.nl/geo/street/leidekkerssteeg/2655",1876
100839,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
100840,"https://adamlink.nl/geo/street/gooijerssteeg/5840",1876
100841,"https://adamlink.nl/geo/street/gooijerssteeg/5840",1876
100842,"https://adamlink.nl/geo/street/gooijerssteeg/5840",1876
100843,"https://adamlink.nl/geo/street/gooijerssteeg/5840",1876
100844,"https://adamlink.nl/geo/street/gooijerssteeg/5840",1876
100845,"https://adamlink.nl/geo/street/gooijerssteeg/5840",1876
100846,"https://adamlink.nl/geo/street/gooijerssteeg/5840",1876
100848,"https://adamlink.nl/geo/street/gooijerssteeg/5840",1876
100849,"https://adamlink.nl/geo/street/gooijerssteeg/5840",1876
100850,"https://adamlink.nl/geo/street/gooijerssteeg/5840",1876
100851,"https://adamlink.nl/geo/street/gooijerssteeg/5840",1876
100852,"https://adamlink.nl/geo/street/gooijerssteeg/5840",1876
100853,"https://adamlink.nl/geo/street/gooijerssteeg/5840",1876
100854,"https://adamlink.nl/geo/street/gooijerssteeg/5840",1876
100855,"https://adamlink.nl/geo/street/gooijerssteeg/5840",1876
100856,"https://adamlink.nl/geo/street/blaauwlakensteeg/5841",1876
100857,"https://adamlink.nl/geo/street/blaauwlakensteeg/5841",1876
100858,"https://adamlink.nl/geo/street/blaauwlakensteeg/5841",1876
100861,"https://adamlink.nl/geo/street/blaauwlakensteeg/5841",1876
100862,"https://adamlink.nl/geo/street/blaauwlakensteeg/5841",1876
100863,"https://adamlink.nl/geo/street/blaauwlakensteeg/5841",1876
100864,"https://adamlink.nl/geo/street/blaauwlakensteeg/5841",1876
100867,"https://adamlink.nl/geo/street/blaauwlakensteeg/5841",1876
100868,"https://adamlink.nl/geo/street/blaauwlakensteeg/5841",1876
100869,"https://adamlink.nl/geo/street/blaauwlakensteeg/5841",1876
100870,"https://adamlink.nl/geo/street/blaauwlakensteeg/5841",1876
100871,"https://adamlink.nl/geo/street/blaauwlakensteeg/5841",1876
100872,"https://adamlink.nl/geo/street/blaauwlakensteeg/5841",1876
100873,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
100874,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
100875,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
100877,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
100878,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
100879,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
100880,"https://adamlink.nl/geo/street/zwartlakensteeg/5658",1876
100881,"https://adamlink.nl/geo/street/zwartlakensteeg/5658",1876
100882,"https://adamlink.nl/geo/street/zwartlakensteeg/5658",1876
100883,"https://adamlink.nl/geo/street/zwartlakensteeg/5658",1876
100884,"https://adamlink.nl/geo/street/zwartlakensteeg/5658",1876
100891,"https://adamlink.nl/geo/street/zwartlakensteeg/5658",1876
100892,"https://adamlink.nl/geo/street/zwartlakensteeg/5658",1876
100893,"https://adamlink.nl/geo/street/zwartlakensteeg/5658",1876
100894,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100895,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100896,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100897,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100898,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100899,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100900,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100901,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100902,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100903,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100904,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100905,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100906,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100907,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100908,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100909,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100910,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100911,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100912,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100913,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100914,"https://adamlink.nl/geo/street/papenbrugsteeg/3467",1876
100915,"https://adamlink.nl/geo/street/papenbrugsteeg/3467",1876
100916,"https://adamlink.nl/geo/street/papenbrugsteeg/3467",1876
100917,"https://adamlink.nl/geo/street/papenbrugsteeg/3467",1876
100918,"https://adamlink.nl/geo/street/papenbrugsteeg/3467",1876
100919,"https://adamlink.nl/geo/street/papenbrugsteeg/3467",1876
100920,"https://adamlink.nl/geo/street/papenbrugsteeg/3467",1876
100921,"https://adamlink.nl/geo/street/papenbrugsteeg/3467",1876
100922,"https://adamlink.nl/geo/street/papenbrugsteeg/3467",1876
100923,"https://adamlink.nl/geo/street/papenbrugsteeg/3467",1876
100924,"https://adamlink.nl/geo/street/papenbrugsteeg/3467",1876
100925,"https://adamlink.nl/geo/street/papenbrugsteeg/3467",1876
100926,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100927,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100928,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100929,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100930,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100931,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100932,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100933,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100934,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100935,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100936,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100937,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100938,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100939,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100940,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100941,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100942,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100943,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100944,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100945,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100946,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100947,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100948,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100949,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100950,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100951,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100952,"https://adamlink.nl/geo/street/vissteeg/5677",1876
100953,"https://adamlink.nl/geo/street/vissteeg/5677",1876
100957,"https://adamlink.nl/geo/street/vissteeg/5677",1876
100958,"https://adamlink.nl/geo/street/vissteeg/5677",1876
100959,"https://adamlink.nl/geo/street/vissteeg/5677",1876
100961,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100962,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100963,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100964,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100965,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100966,"https://adamlink.nl/geo/street/vijgendam/5714",1876
100967,"https://adamlink.nl/geo/street/vijgendam/5714",1876
100968,"https://adamlink.nl/geo/street/vijgendam/5714",1876
100969,"https://adamlink.nl/geo/street/vijgendam/5714",1876
100970,"https://adamlink.nl/geo/street/vijgendam/5714",1876
100971,"https://adamlink.nl/geo/street/dam/880",1876
100972,"https://adamlink.nl/geo/street/dam/880",1876
100973,"https://adamlink.nl/geo/street/dam/880",1876
100974,"https://adamlink.nl/geo/street/dam/880",1876
100975,"https://adamlink.nl/geo/street/dam/880",1876
100976,"https://adamlink.nl/geo/street/dam/880",1876
100977,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100978,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100979,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
100981,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101001,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101002,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101003,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101004,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101005,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101006,"https://adamlink.nl/geo/street/damstraat/884",1876
101007,"https://adamlink.nl/geo/street/damstraat/884",1876
101036,"https://adamlink.nl/geo/street/damstraat/884",1876
101037,"https://adamlink.nl/geo/street/damstraat/884",1876
101038,"https://adamlink.nl/geo/street/damstraat/884",1876
101039,"https://adamlink.nl/geo/street/damstraat/884",1876
101040,"https://adamlink.nl/geo/street/damstraat/884",1876
101041,"https://adamlink.nl/geo/street/damstraat/884",1876
101043,"https://adamlink.nl/geo/street/damstraat/884",1876
101044,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101045,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101046,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101047,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101048,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101049,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101050,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101051,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101052,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101053,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101054,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101055,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101056,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101057,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101058,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101059,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101060,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101061,"https://adamlink.nl/geo/street/warmoesstraat/4883",1876
101062,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101063,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101064,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101065,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101066,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101067,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101068,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101069,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101070,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101071,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101072,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101073,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101074,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101075,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101076,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101077,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101078,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101079,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101080,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101081,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101082,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101083,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101084,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101085,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101086,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101087,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101088,"https://adamlink.nl/geo/street/sint-jansstraat/4104",1876
101089,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101090,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101091,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101092,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101093,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101094,"https://adamlink.nl/geo/street/schoutensteeg/4029",1876
101095,"https://adamlink.nl/geo/street/schoutensteeg/4029",1876
101096,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101097,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101098,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101100,"https://adamlink.nl/geo/street/schoutensteeg/4029",1876
101101,"https://adamlink.nl/geo/street/schoutensteeg/4029",1876
101102,"https://adamlink.nl/geo/street/schoutensteeg/4029",1876
101103,"https://adamlink.nl/geo/street/schoutensteeg/4029",1876
101104,"https://adamlink.nl/geo/street/schoutensteeg/4029",1876
101105,"https://adamlink.nl/geo/street/schoutensteeg/4029",1876
101111,"https://adamlink.nl/geo/street/schoutensteeg/4029",1876
101112,"https://adamlink.nl/geo/street/schoutensteeg/4029",1876
101113,"https://adamlink.nl/geo/street/schoutensteeg/4029",1876
101114,"https://adamlink.nl/geo/street/duivensteeg/5728",1876
101115,"https://adamlink.nl/geo/street/duivensteeg/5728",1876
101116,"https://adamlink.nl/geo/street/schoutensteeg/4029",1876
101117,"https://adamlink.nl/geo/street/schoutensteeg/4029",1876
101126,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101127,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101128,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101130,"https://adamlink.nl/geo/street/servetsteeg/4050",1876
101131,"https://adamlink.nl/geo/street/servetsteeg/4050",1876
101132,"https://adamlink.nl/geo/street/servetsteeg/4050",1876
101133,"https://adamlink.nl/geo/street/servetsteeg/4050",1876
101134,"https://adamlink.nl/geo/street/servetsteeg/4050",1876
101135,"https://adamlink.nl/geo/street/servetsteeg/4050",1876
101136,"https://adamlink.nl/geo/street/servetsteeg/4050",1876
101137,"https://adamlink.nl/geo/street/servetsteeg/4050",1876
101138,"https://adamlink.nl/geo/street/servetsteeg/4050",1876
101139,"https://adamlink.nl/geo/street/servetsteeg/4050",1876
101140,"https://adamlink.nl/geo/street/servetsteeg/4050",1876
101141,"https://adamlink.nl/geo/street/servetsteeg/4050",1876
101142,"https://adamlink.nl/geo/street/servetsteeg/4050",1876
101144,"https://adamlink.nl/geo/street/duivensteeg/5728",1876
101145,"https://adamlink.nl/geo/street/duivensteeg/5728",1876
101148,"https://adamlink.nl/geo/street/duivensteeg/5728",1876
101149,"https://adamlink.nl/geo/street/duivensteeg/5728",1876
101152,"https://adamlink.nl/geo/street/servetsteeg/4050",1876
101153,"https://adamlink.nl/geo/street/servetsteeg/4050",1876
101187,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101188,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101189,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101190,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101191,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101192,"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409",1876
101193,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101194,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101195,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101196,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101197,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101198,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101199,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101200,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101201,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101202,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101203,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101204,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101205,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101206,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101207,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101208,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101209,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101211,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101213,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101214,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101215,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101216,"https://adamlink.nl/geo/street/pijlsteeg/3588",1876
101228,"https://adamlink.nl/geo/street/damrak/882",1876
101229,"https://adamlink.nl/geo/street/oude-brugsteeg/5962",1876
101230,"https://adamlink.nl/geo/street/oude-brugsteeg/5962",1876
101231,"https://adamlink.nl/geo/street/oude-brugsteeg/5962",1876
101232,"https://adamlink.nl/geo/street/oude-brugsteeg/5962",1876
101233,"https://adamlink.nl/geo/street/oude-brugsteeg/5962",1876
101234,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101235,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101236,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101237,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101238,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101239,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101240,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101241,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101242,"https://adamlink.nl/geo/street/mandenmakerssteeg/2834",1876
101243,"https://adamlink.nl/geo/street/mandenmakerssteeg/2834",1876
101244,"https://adamlink.nl/geo/street/mandenmakerssteeg/2834",1876
101245,"https://adamlink.nl/geo/street/mandenmakerssteeg/2834",1876
101246,"https://adamlink.nl/geo/street/mandenmakerssteeg/2834",1876
101247,"https://adamlink.nl/geo/street/damrak/882",1876
101248,"https://adamlink.nl/geo/street/damrak/882",1876
101249,"https://adamlink.nl/geo/street/damrak/882",1876
101250,"https://adamlink.nl/geo/street/damrak/882",1876
101251,"https://adamlink.nl/geo/street/damrak/882",1876
101252,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101253,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101254,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101255,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101256,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101257,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101258,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101259,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101260,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101261,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101262,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101263,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101264,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101265,"https://adamlink.nl/geo/street/onze-lieve-vrouwesteeg/3301",1876
101266,"https://adamlink.nl/geo/street/onze-lieve-vrouwesteeg/3301",1876
101267,"https://adamlink.nl/geo/street/onze-lieve-vrouwesteeg/3301",1876
101268,"https://adamlink.nl/geo/street/onze-lieve-vrouwesteeg/3301",1876
101269,"https://adamlink.nl/geo/street/damrak/882",1876
101270,"https://adamlink.nl/geo/street/damrak/882",1876
101271,"https://adamlink.nl/geo/street/damrak/882",1876
101272,"https://adamlink.nl/geo/street/damrak/882",1876
101273,"https://adamlink.nl/geo/street/damrak/882",1876
101274,"https://adamlink.nl/geo/street/damrak/882",1876
101276,"https://adamlink.nl/geo/street/damrak/882",1876
101277,"https://adamlink.nl/geo/street/damrak/882",1876
101278,"https://adamlink.nl/geo/street/damrak/882",1876
101279,"https://adamlink.nl/geo/street/damrak/882",1876
101280,"https://adamlink.nl/geo/street/damrak/882",1876
101281,"https://adamlink.nl/geo/street/damrak/882",1876
101282,"https://adamlink.nl/geo/street/damrak/882",1876
101283,"https://adamlink.nl/geo/street/damrak/882",1876
101284,"https://adamlink.nl/geo/street/mandenmakerssteeg/2834",1876
101285,"https://adamlink.nl/geo/street/mandenmakerssteeg/2834",1876
101286,"https://adamlink.nl/geo/street/mandenmakerssteeg/2834",1876
101288,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101289,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101290,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101291,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101292,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101293,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101294,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101295,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101296,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101297,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101298,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101299,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101300,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101301,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101302,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101303,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
101304,"https://adamlink.nl/geo/street/baefjes-steeg/5625",1876
101305,"https://adamlink.nl/geo/street/baefjes-steeg/5625",1876
101306,"https://adamlink.nl/geo/street/baefjes-steeg/5625",1876
101307,"https://adamlink.nl/geo/street/baefjes-steeg/5625",1876
101308,"https://adamlink.nl/geo/street/baefjes-steeg/5625",1876
101309,"https://adamlink.nl/geo/street/damrak/882",1876
101310,"https://adamlink.nl/geo/street/damrak/882",1876
101311,"https://adamlink.nl/geo/street/damrak/882",1876
101312,"https://adamlink.nl/geo/street/damrak/882",1876
101313,"https://adamlink.nl/geo/street/damrak/882",1876
101314,"https://adamlink.nl/geo/street/damrak/882",1876
101315,"https://adamlink.nl/geo/street/damrak/882",1876
101316,"https://adamlink.nl/geo/street/damrak/882",1876
101317,"https://adamlink.nl/geo/street/damrak/882",1876
101318,"https://adamlink.nl/geo/street/damrak/882",1876
101319,"https://adamlink.nl/geo/street/damrak/882",1876
101320,"https://adamlink.nl/geo/street/damrak/882",1876
101321,"https://adamlink.nl/geo/street/damrak/882",1876
101322,"https://adamlink.nl/geo/street/damrak/882",1876
101323,"https://adamlink.nl/geo/street/onze-lieve-vrouwesteeg/3301",1876
101324,"https://adamlink.nl/geo/street/onze-lieve-vrouwesteeg/3301",1876
101325,"https://adamlink.nl/geo/street/onze-lieve-vrouwesteeg/3301",1876
101326,"https://adamlink.nl/geo/street/onze-lieve-vrouwesteeg/3301",1876
101328,"https://adamlink.nl/geo/street/nieuwendijk/3198",1876
