caswgt,volgnr1y,buurty,huisnry,lftmy,gebplmy,bersmy,berpmy,aboeky,relimy,bsmy,lftvy,relivy,gebplvy,nrkindy,nrbodey,nrhgy,relhfdy,grondbly,pbly,patbly,jrhu1y,bervamy,bervavy,bermhuy,bergt1y,relgt1y,bergt2y,relgt2y,bergt3y,relgt3y,bergt4y,relgt4y,hulftmy,hulftvy,volgnr2y,bsvy,gebplv1y,jrhu2y,bervam2y,bervav2y,bermhu2y,bergt12y,relgt12y,bergt22y,relgt22y,bergt32y,relgt32y,bergt42y,relgt42y,hulftm2y,hulftv2y,bsv2y,gebplv2y,jrhu3y,bervam3y,bervav3y,bermhu3y,bergt13y,relgt13y,bergt23y,relgt23y,bergt33y,relgt33y,bergt43y,relgt43y,hulftm3y,hulftv3y,bsv3y,gebplv3y,tot3bly,grblgy,pblgy,patblgy,omvhhy,berpm00y,berpm0y,totbly,lftklasy
1,121301,10,97,36,5,207,240,1,4,1,29,4,1,3,2,0,-1,172,50,173,1846,0,0,240,210,2,240,2,540,7,210,7,29,22,121302,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,395,5,4,5,7,2,24,3,3
1,121351,34,419,50,9,230,650,1,9,1,50,9,5,4,2,1,2,0,114,58,1825,0,610,610,650,2,650,6,232,7,322,7,21,22,121352,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,172,1,5,4,9,6,65,2,5
1,121401,21,298,57,6,360,540,3,1,1,42,1,10,8,2,0,-1,0,323,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,1,6,1,12,5,54,3,5
1,121451,27,44,32,1,207,240,1,1,2,-1,-1,-1,3,0,0,-1,0,29,87,1845,0,211,210,210,2,210,2,610,6,210,7,23,26,121452,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116,1,3,4,4,2,24,2,3
1,121501,25,470,60,1,360,540,3,1,1,60,6,1,6,2,0,-1,0,157,0,1819,0,0,540,540,7,540,7,540,7,540,7,25,26,121502,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,157,1,5,1,10,5,54,2,6
1,121551,33,316,45,1,204,253,1,1,1,38,1,1,0,0,0,-1,58,150,27,1839,0,310,340,650,3,340,2,210,7,340,7,31,24,121552,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,235,4,5,3,2,2,25,3,4
1,121601,42,273,56,23,190,610,1,5,1,46,6,1,2,2,0,-1,0,111,87,1830,0,0,234,231,7,321,7,0,0,321,7,32,23,121602,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,1,5,4,6,6,61,2,5
1,121651,2,76,44,1,190,610,1,1,1,44,6,1,3,2,0,-1,0,207,173,1835,610,610,610,610,1,610,4,540,5,540,2,26,26,121652,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,380,1,5,5,7,6,61,3,4
1,121701,22,421,53,1,360,540,3,9,1,49,9,1,2,1,0,-1,702,128,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,830,6,5,1,5,5,54,4,5
1,121751,20,421,47,1,193,612,1,1,1,42,6,1,4,0,0,-1,0,39,87,1829,210,0,310,210,1,210,7,310,7,210,7,23,18,121752,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,1,3,4,6,6,61,2,4
1,121801,30,403,46,1,33,210,1,1,1,45,1,1,6,1,0,-1,127,24,10,1830,210,321,210,210,1,321,4,0,0,0,0,23,21,121802,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,161,5,3,2,9,2,21,2,4
1,121851,34,338,53,24,306,410,1,1,1,50,1,5,2,3,1,2,277,339,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,616,6,6,1,8,4,41,4,5
1,121901,24,258,49,1,210,130,1,11,1,42,1,1,0,3,0,-1,0,519,0,1830,610,510,610,610,1,510,4,610,2,510,5,26,18,121902,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,519,1,6,1,5,1,13,4,4
1,121951,22,712,49,1,191,610,2,10,1,44,10,1,7,1,0,-1,0,61,54,1832,680,112,610,680,1,112,4,540,2,232,7,27,22,121952,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115,1,4,4,10,6,61,2,4
1,122001,44,257,31,5,251,231,1,1,1,28,1,1,3,0,0,-1,52,56,26,1848,0,540,231,610,6,210,6,610,6,210,6,26,23,122002,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,134,4,4,3,5,2,23,2,3
1,122051,35,358,23,1,360,540,2,1,3,-1,-1,-1,0,0,2,1,175,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,175,5,1,1,3,5,54,2,2
1,122101,21,308,70,1,360,540,3,10,2,-1,-1,-1,0,4,0,-1,142,228,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,370,5,5,1,5,5,54,3,7
1,122151,3,31,58,1,192,610,1,9,3,-1,-1,-1,0,5,4,3,248,140,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,476,5,5,4,10,6,61,3,5
1,122201,36,166,69,1,224,120,1,1,1,59,1,11,3,3,0,-1,385,280,119,1814,690,230,690,690,1,610,3,610,3,610,7,30,20,122202,1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,784,6,6,5,8,1,12,4,6
1,122251,20,27,40,1,190,610,1,1,1,40,1,1,2,1,2,3,0,144,179,1844,0,321,610,210,5,680,2,691,6,410,5,31,30,122252,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,1,5,5,7,6,61,3,4
1,122301,36,70,42,1,190,610,1,6,1,35,1,1,2,3,0,-1,163,97,237,1847,0,322,610,322,5,323,5,650,2,650,2,36,36,122302,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,497,5,4,5,7,6,61,3,4
1,122351,4,38,55,1,41,234,1,8,1,53,8,1,9,2,0,-1,0,100,30,1826,234,0,540,234,1,220,5,610,7,680,2,28,18,122352,1,1,1852,0,0,234,322,2,321,2,130,7,410,7,54,53,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,130,1,5,3,13,2,23,2,5
1,122401,35,6,46,1,238,680,1,8,1,46,8,1,0,1,1,2,98,143,64,1845,0,210,680,210,4,210,5,210,2,212,3,38,38,122402,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,305,4,5,4,4,6,68,3,4
1,122451,9,628,27,1,195,610,1,2,3,-1,-1,-1,0,0,1,3,0,68,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,132,1,4,4,2,6,61,2,2
1,122501,25,493,72,15,255,232,1,9,3,-1,-1,-1,0,1,3,2,63,118,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,181,4,5,1,5,2,23,2,7
1,122551,12,10,59,22,193,220,1,4,1,44,4,15,2,1,0,-1,110,60,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122552,-1,-1,1844,0,0,610,210,5,212,5,610,2,540,2,50,33,1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,219,5,4,3,5,2,22,3,5
1,122601,11,256,57,1,191,610,1,1,2,-1,-1,-1,3,2,0,-1,166,99,83,1819,211,214,321,211,1,214,4,680,5,0,0,23,23,122602,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,348,5,4,4,6,6,61,3,5
1,122651,45,241,66,17,162,212,2,8,1,62,8,1,1,3,0,-1,54,36,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,117,4,3,3,6,2,21,2,6
1,122701,11,509,55,1,168,213,1,6,1,58,1,5,0,0,0,-1,34,46,87,1824,213,220,213,213,1,220,4,0,0,0,0,25,28,122702,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,167,3,3,4,2,2,21,2,5
1,122751,43,13,50,1,193,612,1,6,1,48,6,1,4,3,0,-1,352,338,245,1833,610,111,610,610,1,111,4,111,5,120,6,30,27,122752,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,935,6,6,5,9,6,61,4,5
1,122801,25,29,37,1,207,240,1,8,1,47,8,9,3,1,0,-1,48,26,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,117,3,3,3,6,2,24,2,3
1,122851,16,44,43,1,193,222,1,9,1,41,9,1,4,0,1,3,30,36,55,1833,610,220,220,610,1,220,4,230,7,220,7,23,21,122852,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,3,3,4,7,2,22,2,4
1,122901,24,34,64,21,193,612,1,2,2,-1,-1,-1,1,2,0,-1,0,160,256,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,416,1,5,6,4,6,61,3,6
1,122951,2,17,40,1,192,610,1,6,1,27,8,28,4,2,0,-1,0,201,119,1847,610,410,610,443,5,231,6,410,6,610,6,33,20,122952,1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,320,1,5,5,8,6,61,3,4
1,123001,28,450,36,1,32,211,1,6,1,40,1,1,2,1,0,-1,443,58,11,1843,540,210,540,210,5,210,3,210,3,210,7,25,29,123002,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,512,6,4,2,5,2,21,4,3
1,123051,21,96,49,27,207,240,1,6,1,53,6,9,4,1,0,-1,0,0,251,1834,0,0,540,540,3,240,3,210,7,212,7,29,34,123052,1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,251,1,1,6,7,2,24,3,4
1,123101,43,263,26,1,255,232,1,1,1,26,1,16,0,1,1,3,105,81,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,186,5,4,1,4,2,23,2,2
1,123151,24,216,37,1,360,540,3,1,3,-1,-1,-1,0,4,1,3,0,352,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,352,1,6,1,6,5,54,3,3
1,123201,11,70,61,4,194,220,1,9,1,54,9,5,6,1,0,-1,52,64,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,147,4,4,3,9,2,22,2,6
1,123251,23,675,75,1,62,210,1,8,1,73,6,1,0,0,1,3,126,40,18,1822,0,0,210,220,7,220,7,220,7,210,7,43,42,123252,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,184,5,3,2,3,2,21,2,7
1,123301,25,800,52,5,340,442,1,2,2,-1,-1,-1,6,2,0,-1,0,172,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123302,-1,-1,1840,442,0,442,442,3,442,7,442,7,232,7,39,31,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,172,1,5,1,9,4,44,2,5
1,123351,14,367,38,1,207,240,1,8,3,-1,-1,-1,0,0,6,2,79,29,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,166,4,3,4,7,2,24,2,3
1,123401,5,212,42,1,207,240,1,1,1,39,1,1,3,5,0,-1,0,380,183,1838,240,0,540,240,1,234,7,612,7,611,7,27,24,123402,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,563,1,6,5,10,2,24,4,4
1,123451,21,43,62,2,207,240,1,8,1,51,8,1,0,1,0,-1,83,128,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123452,-1,-1,1838,0,540,310,220,7,211,7,240,7,240,7,46,37,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,282,4,5,4,3,2,24,3,6
1,123501,3,534,53,1,260,420,1,1,1,54,1,1,5,6,0,-1,41,217,26,1822,210,210,420,210,1,210,4,0,0,0,0,21,22,123502,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,284,3,5,3,13,4,42,3,5
1,123551,24,131,72,1,309,410,1,3,1,59,3,1,3,1,0,-1,77,107,0,1831,0,0,410,233,2,680,2,233,7,650,7,50,37,123552,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,184,4,5,1,6,4,41,2,7
1,123601,36,265,47,1,193,612,1,8,1,46,8,1,0,2,0,-1,106,297,292,1827,0,240,610,240,4,210,2,210,5,210,7,21,20,123602,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,695,5,6,6,4,6,61,4,4
1,123651,9,270,38,1,33,210,1,1,1,39,1,1,5,0,0,-1,98,18,26,1839,210,211,210,210,3,610,7,210,7,210,7,23,25,123652,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,142,4,2,3,7,2,21,2,3
1,123701,42,43,38,17,370,321,3,8,1,33,8,1,2,2,0,-1,70,114,0,1844,321,610,321,610,3,610,6,220,7,540,7,29,19,123702,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,184,4,5,1,6,3,32,2,3
1,123751,26,526,54,21,190,610,1,1,3,-1,-1,-1,0,0,3,3,0,64,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123752,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,177,1,4,5,4,6,61,2,5
1,123801,7,121,38,1,194,610,2,1,3,-1,-1,-1,0,0,2,3,0,68,237,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,305,1,4,5,3,6,61,3,3
1,123851,26,603,71,1,239,651,1,1,2,-1,-1,-1,1,2,0,-1,350,344,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,813,6,6,5,4,6,65,4,7
1,123901,9,372,57,4,193,220,0,1,2,-1,-1,-1,2,1,0,-1,152,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,5,1,1,4,2,22,2,5
1,123951,4,213,56,1,207,240,1,8,1,53,8,16,1,3,2,3,63,125,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,307,4,5,5,8,2,24,3,5
1,124001,23,489,73,1,360,520,3,5,3,-1,-1,-1,0,1,2,3,57,238,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,295,4,5,1,4,5,52,3,7
1,124051,11,693,27,1,240,696,3,8,3,-1,-1,-1,0,1,1,1,0,31,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,1,3,4,3,6,69,2,2
1,124101,22,521,46,3,190,610,1,9,1,52,9,3,6,1,1,3,46,77,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242,3,4,5,10,6,61,3,4
1,124151,20,65,42,1,193,610,1,1,1,29,1,1,4,2,0,-1,39,91,33,1836,211,0,540,211,1,254,3,212,6,410,7,24,20,124152,2,1,1844,211,610,610,211,1,211,2,110,7,254,7,32,20,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,163,3,4,3,8,6,61,2,4
1,124201,10,558,53,1,193,610,1,4,2,-1,-1,-1,4,2,0,-1,151,160,198,1823,540,220,610,220,4,0,0,0,0,0,0,23,31,124202,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,509,5,5,5,7,6,61,4,5
1,124251,44,39,30,1,167,110,1,1,3,-1,-1,-1,0,1,1,2,0,107,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,193,1,5,4,3,1,11,2,3
1,124301,24,154,52,1,255,232,1,2,3,-1,-1,-1,0,2,0,-1,176,179,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,363,5,5,2,3,2,23,3,5
1,124351,35,625,56,1,238,680,1,1,1,50,1,16,2,2,0,-1,0,171,173,1826,0,430,680,430,4,680,6,610,6,610,3,28,17,124352,1,1,1838,0,421,680,421,4,231,5,650,2,233,7,40,34,1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,344,1,5,5,6,6,68,3,5
1,124401,22,497,32,1,190,610,1,9,1,24,9,1,2,2,0,-1,0,101,87,1851,540,0,610,540,5,540,2,540,7,540,7,29,22,124402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,188,1,5,4,6,6,61,2,3
1,124451,43,287,68,16,192,220,1,1,1,78,1,2,0,1,0,-1,72,95,6,1818,240,0,340,212,3,310,7,0,0,0,0,33,44,124452,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,173,4,4,2,3,2,22,2,6
1,124501,24,32,52,1,193,610,1,2,1,41,1,4,4,2,2,2,0,224,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,343,1,5,5,10,6,61,3,5
1,124551,43,193,61,1,32,211,1,1,1,57,1,1,2,0,0,-1,165,40,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,252,5,3,3,4,2,21,3,6
1,124601,21,294,43,10,191,610,1,9,1,40,9,4,7,3,0,-1,330,215,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,664,6,5,5,12,6,61,4,4
